"SITE_NO","DATE","TIME","GEN_ENERGY","TEMPERATURE","SOLAR_IRRADIANCE","WIND_SPEED","MODULE_TEMPERATURE"
"SJ001","2018-05-19","15:30:00","311.6000","21.7587","576.7091","4.3822","36.8342"
"SJ001","2018-05-19","15:40:00","304.7000","21.4363","547.0057","3.7633","35.6942"
"SJ001","2018-05-19","15:50:00","282.3000","21.1150","516.5071","5.3412","33.3504"
"SJ001","2018-05-19","16:00:00","268.3000","21.3304","486.3413","3.9417","32.1471"
"SJ001","2018-05-19","16:10:00","253.0000","21.5550","457.1156","4.6342","32.5450"
"SJ001","2018-05-19","16:20:00","242.4000","21.6717","426.8836","3.4600","31.6471"
"SJ001","2018-05-19","16:30:00","219.3000","21.7958","395.0513","3.4368","30.9296"
"SJ001","2018-05-19","16:40:00","201.1000","21.9479","363.9205","3.6673","30.5596"
"SJ001","2018-05-19","16:50:00","183.3000","21.0771","332.5537","6.1277","27.8717"
"SJ001","2018-05-19","17:00:00","165.9000","21.6612","301.2608","3.7958","27.0558"
"SJ001","2018-05-19","17:10:00","151.0000","22.2408","270.1669","3.6652","27.0304"
"SJ001","2018-05-19","17:20:00","127.7000","22.5437","239.5375","3.7883","26.6896"
"SJ001","2018-05-19","17:30:00","108.3000","21.9458","209.9236","3.6510","24.7254"
"SJ001","2018-05-19","17:40:00","90.1000","22.8708","181.1382","4.6653","23.8950"
"SJ001","2018-05-19","17:50:00","74.0000","23.7267","152.8495","3.6345","23.2042"
"SJ001","2018-05-19","18:00:00","55.0000","22.7829","126.8742","3.4195","21.9000"
"SJ001","2018-05-19","18:10:00","40.1000","22.9013","103.0850","2.9278","20.8108"
"SJ001","2018-05-19","18:20:00","28.0000","21.4421","81.0195","2.6088","19.7600"
"SJ001","2018-05-19","18:30:00","19.0000","19.5437","61.9799","2.8810","18.7258"
"SJ001","2018-05-19","18:40:00","11.9000","19.1313","35.7598","2.9380","17.7746"
"SJ001","2018-05-19","18:50:00","7.6000","18.6071","17.3958","3.6115","16.9846"
"SJ001","2018-05-19","19:00:00","3.0000","18.3108","12.6112","3.3300","16.4171"
"SJ001","2018-05-19","19:10:00","0.0000","17.9629","7.4821","2.3857","15.7146"
"SJ001","2018-05-19","19:20:00","0.0000","17.7550","2.1271","3.3697","15.3050"
"SJ001","2018-05-19","19:30:00","0.0000","17.5487","0.0000","2.8112","15.0304"
"SJ001","2018-05-19","19:40:00","0.0000","16.2771","0.0000","2.3468","13.6679"
"SJ001","2018-05-19","19:50:00","0.0000","0.0000","0.0000","1.5748","0.0000"
"SJ001","2018-05-19","20:00:00","0.0000","0.0000","0.0000","1.8780","0.0000"
"SJ001","2018-05-19","20:10:00","0.0000","0.0000","0.0000","2.5700","0.0000"
"SJ001","2018-05-19","20:20:00","0.0000","0.0000", ,"2.4935","0.0000"
"SJ001","2018-05-19","20:30:00","0.0000","0.0000", ,"2.4655","0.0000"
"SJ001","2018-05-19","20:40:00","0.0000", , ,"2.0345", 
"SJ001","2018-05-19","20:50:00","0.0000", , ,"1.2585", 
"SJ001","2018-05-19","21:00:00","0.0000", , ,"1.0702", 
"SJ001","2018-05-20","05:00:00","0.0000","8.7521", ,"0.0000","6.7600"
"SJ001","2018-05-20","05:10:00","0.0000","8.7325", ,"0.0000","6.7975"
"SJ001","2018-05-20","05:20:00","0.0000","8.5542", ,"0.0000","6.5546"
"SJ001","2018-05-20","05:30:00","3.4000","9.7729","33.8027","0.0000","6.9337"
"SJ001","2018-05-20","05:40:00","9.8000","10.7729","65.6829","0.0000","7.2138"
"SJ001","2018-05-20","05:50:00","16.9000","11.6558","93.9775","0.0000","7.5263"
"SJ001","2018-05-20","06:00:00","24.1000","12.3513","108.7400","0.0000","8.2137"
"SJ001","2018-05-20","06:10:00","39.4000","12.4738","142.9909","0.2522","8.9008"
"SJ001","2018-05-20","06:20:00","53.1000","13.4779","171.1600","0.0578","9.5100"
"SJ001","2018-05-20","06:30:00","66.7000","12.7825","193.0217","1.0670","9.9008"
"SJ001","2018-05-20","06:40:00","79.2000","12.6671","208.6397","1.4398","10.6650"
"SJ001","2018-05-20","06:50:00","105.2000","12.9304","245.5974","1.4205","11.4800"
"SJ001","2018-05-20","07:00:00","129.8000","13.6117","289.8304","0.9875","13.2812"
"SJ001","2018-05-20","07:10:00","138.2000","13.5754","298.8593","1.2395","14.8896"
"SJ001","2018-05-20","07:20:00","165.0000","13.5712","341.7410","1.4805","15.5712"
"SJ001","2018-05-20","07:30:00","167.9000","13.9821","335.5252","1.2257","17.7567"
"SJ001","2018-05-20","07:40:00","203.4000","14.2846","409.3315","2.1707","18.4408"
"SJ001","2018-05-20","07:50:00","221.2000","14.3654","442.9616","0.9770","20.5783"
"SJ001","2018-05-20","08:00:00","237.4000","14.6312","474.2894","1.1595","23.1129"
"SJ001","2018-05-20","08:10:00","257.1000","14.8729","497.1497","1.0430","25.6283"
"SJ001","2018-05-20","08:20:00","268.6000","15.3229","537.4224","0.9448","27.1450"
"SJ001","2018-05-20","08:30:00","283.8000","16.0608","571.2325","0.8750","28.7558"
"SJ001","2018-05-20","08:40:00","307.1000","17.4433","616.9359","1.2195","31.9908"
"SJ001","2018-05-20","08:50:00","337.4000","17.8962","661.6039","0.9895","33.1054"
"SJ001","2018-05-20","09:00:00","303.9000","19.1212","615.6572","1.1230","35.8200"
"SJ001","2018-05-20","09:10:00","346.1000","17.4125","691.2721","1.3998","34.0854"
"SJ001","2018-05-20","09:20:00","366.4000","18.3446","748.9449","1.4917","35.2654"
"SJ001","2018-05-20","09:30:00","378.9000","19.2413","758.1744","0.8720","37.5933"
"SJ001","2018-05-20","09:40:00","357.4000","19.6858","744.5763","0.8682","40.2654"
"SJ001","2018-05-20","09:50:00","376.9000","19.8408","784.2313","0.4835","42.7900"
"SJ001","2018-05-20","10:00:00","372.0000","20.7617","776.2264","0.8492","45.4254"
"SJ001","2018-05-20","10:10:00","403.0000","20.8654","825.8387","2.1790","45.9967"
"SJ001","2018-05-20","10:20:00","400.5000","19.9737","839.4563","2.7095","42.2287"
"SJ001","2018-05-20","10:30:00","415.4000","19.7658","866.8097","3.9922","39.7554"
"SJ001","2018-05-20","10:40:00","416.8000","19.8775","870.0720","3.8450","36.7717"
"SJ001","2018-05-20","10:50:00","439.7000","20.1504","876.8127","4.3872","35.9358"
"SJ001","2018-05-20","11:00:00","439.1000","20.1442","908.1275","5.5808","35.7808"
"SJ001","2018-05-20","11:10:00","406.0000","20.2571","823.8594","5.1005","35.3233"
"SJ001","2018-05-20","11:20:00","353.3000","20.3538","694.9770","5.9778","33.6700"
"SJ001","2018-05-20","11:30:00","444.9000","20.5608","865.7408","5.7835","33.2629"
"SJ001","2018-05-20","11:40:00","450.6000","20.7025","942.6887","5.5470","34.7546"
"SJ001","2018-05-20","11:50:00","442.6000","20.9379","915.7343","5.8552","34.2129"
"SJ001","2018-05-20","12:00:00","418.5000","21.2842","873.2632","5.7962","35.0496"
"SJ001","2018-05-20","12:10:00","432.3000","21.3175","871.6719","7.6783","33.8725"
"SJ001","2018-05-20","12:20:00","397.2000","21.3758","826.5221","7.1632","34.4092"
"SJ001","2018-05-20","12:30:00","405.5000","21.7275","826.3753","6.4385","36.0525"
"SJ001","2018-05-20","12:40:00","191.0000","21.0100","375.8645","6.8342","29.5433"
"SJ001","2018-05-20","12:50:00","338.1000","21.0542","619.2899","7.1608","28.1250"
"SJ001","2018-05-20","13:00:00","264.8000","21.3454","542.2085","6.0198","32.1979"
"SJ001","2018-05-20","13:10:00","161.7000","20.7688","312.4148","6.6910","26.5183"
"SJ001","2018-05-20","13:20:00","173.9000","20.6196","332.6713","6.1997","25.2129"
"SJ001","2018-05-20","13:30:00","152.5000","20.5296","295.0994","6.1105","24.9138"
"SJ001","2018-05-20","13:40:00","164.9000","20.4892","304.8398","4.3905","25.1271"
"SJ001","2018-05-20","13:50:00","237.2000","20.6288","433.5575","4.2103","26.6925"
"SJ001","2018-05-20","14:00:00","231.9000","21.2121","449.2235","3.7753","30.5904"
"SJ001","2018-05-20","14:10:00","151.7000","21.0038","293.8056","4.3347","28.6863"
"SJ001","2018-05-20","14:20:00","130.6000","20.4608","244.4905","3.2963","25.8458"
"SJ001","2018-05-20","14:30:00","112.8000","20.3825","216.2467","3.6922","24.9062"
"SJ001","2018-05-20","14:40:00","147.5000","20.1825","272.7795","4.9058","24.3700"
"SJ001","2018-05-20","14:50:00","181.4000","20.6917","341.2144","2.7287","27.2454"
"SJ001","2018-05-20","15:00:00","119.7000","20.8850","226.7358","3.6980","27.1529"
"SJ001","2018-05-20","15:10:00","107.3000","20.3987","206.9024","3.9108","24.9883"
"SJ001","2018-05-20","15:20:00","100.0000","20.1554","192.1094","4.7085","23.7879"
"SJ001","2018-05-20","15:30:00","119.6000","20.2204","224.1169","4.6035","23.9975"
"SJ001","2018-05-20","15:40:00","118.8000","20.0862","222.0012","4.7248","24.3137"
"SJ001","2018-05-20","15:50:00","97.6000","19.8513","184.2492","5.6007","23.3579"
"SJ001","2018-05-20","16:00:00","98.4000","19.5912","185.8126","5.1498","22.4737"
"SJ001","2018-05-20","16:10:00","70.0000","19.3700","136.3750","5.2980","21.7558"
"SJ001","2018-05-20","16:20:00","73.3000","19.2325","135.3357","5.0397","21.1288"
"SJ001","2018-05-20","16:30:00","63.3000","19.1750","123.3976","4.9212","20.9921"
"SJ001","2018-05-20","16:40:00","54.6000","19.0554","106.9960","3.6277","20.6883"
"SJ001","2018-05-20","16:50:00","47.7000","18.9296","92.3693","3.3998","20.2300"
"SJ001","2018-05-20","17:00:00","54.6000","18.8000","103.4126","4.3810","20.1325"
"SJ001","2018-05-20","17:10:00","51.0000","18.7417","97.9074","4.2725","19.9967"
"SJ001","2018-05-20","17:20:00","68.8000","18.6254","130.1968","4.0003","20.1779"
"SJ001","2018-05-20","17:30:00","57.3000","18.5446","109.9530","4.1390","20.3117"
"SJ001","2018-05-20","17:40:00","53.9000","18.4004","100.0765","4.5193","19.9125"
"SJ001","2018-05-20","17:50:00","50.7000","18.2125","99.1551","4.6333","19.5717"
"SJ001","2018-05-20","18:00:00","40.4000","18.1088","80.0705","4.1813","19.1163"
"SJ001","2018-05-20","18:10:00","57.3000","18.1337","110.4865","4.0948","19.3038"
"SJ001","2018-05-20","18:20:00","44.1000","18.1908","88.4240","4.9298","19.2992"
"SJ001","2018-05-20","18:30:00","28.5000","17.7462","58.3006","5.3812","18.2312"
"SJ001","2018-05-20","18:40:00","23.6000","17.5446","48.6724","4.9155","17.4754"
"SJ001","2018-05-20","18:50:00","23.4000","17.4550","48.8585","3.9893","17.3975"
"SJ001","2018-05-20","19:00:00","16.1000","17.2538","35.1194","3.7030","17.1183"
"SJ001","2018-05-20","19:10:00","7.3000","17.0958","18.7697","3.8125","16.5033"
"SJ001","2018-05-20","19:20:00","0.8000","16.9221","5.0634","4.6455","16.0150"
"SJ001","2018-05-20","19:30:00","0.0000","16.6762","0.0161","3.8378","15.5408"
"SJ001","2018-05-20","19:40:00","0.0000","16.5117","0.0000","3.0195","15.1212"
"SJ001","2018-05-20","19:50:00","0.0000","4.0963","0.0000","2.7588","3.7100"
"SJ001","2018-05-20","20:00:00","0.0000","0.0000","0.0000","3.7415","0.0000"
"SJ001","2018-05-20","20:10:00","0.0000","0.0000","0.0000","3.1338","0.0000"
"SJ001","2018-05-20","20:20:00","0.0000","0.0000","0.0000","2.5595","0.0000"
"SJ001","2018-05-20","20:30:00","0.0000","0.0000", ,"1.9832","0.0000"
"SJ001","2018-05-20","20:40:00","0.0000","0.0000", ,"1.4720","0.0000"
"SJ001","2018-05-20","20:50:00","0.0000", , ,"1.6720", 
"SJ001","2018-05-20","21:00:00","0.0000", , ,"1.8540", 
"SJ001","2018-05-21","05:00:00","0.0000","12.2767", ,"1.5538","11.5825"
"SJ001","2018-05-21","05:10:00","0.0000","12.2925", ,"1.6075","11.7900"
"SJ001","2018-05-21","05:20:00","0.0000","12.3929", ,"2.0160","11.9708"
"SJ001","2018-05-21","05:30:00","0.0000","12.4729", ,"2.1782","12.1837"
"SJ001","2018-05-21","05:40:00","0.0000","12.6154","4.9837","2.2305","12.3012"
"SJ001","2018-05-21","05:50:00","2.9000","12.5838","11.6353","1.9618","12.4812"
"SJ001","2018-05-21","06:00:00","9.2000","12.7271","18.4061","1.5472","12.6650"
"SJ001","2018-05-21","06:10:00","12.4000","12.6487","24.3630","1.2580","12.8654"
"SJ001","2018-05-21","06:20:00","17.4000","12.9162","31.9362","1.6058","13.1317"
"SJ001","2018-05-21","06:30:00","21.5000","13.1387","41.5085","2.0343","13.4925"
"SJ001","2018-05-21","06:40:00","22.4000","13.2100","43.7771","1.9970","13.7804"
"SJ001","2018-05-21","06:50:00","25.7000","13.2479","49.0393","2.1735","13.8987"
"SJ001","2018-05-21","07:00:00","31.3000","13.4342","57.8846","2.0823","14.2487"
"SJ001","2018-05-21","07:10:00","34.7000","13.4454","66.1545","1.2268","14.7308"
"SJ001","2018-05-21","07:20:00","38.3000","13.6392","72.1431","1.6575","15.1387"
"SJ001","2018-05-21","07:30:00","46.9000","13.8350","86.9264","1.5315","15.5083"
"SJ001","2018-05-21","07:40:00","64.7000","13.9975","114.8987","2.0758","16.0117"
"SJ001","2018-05-21","07:50:00","68.3000","14.1300","126.1096","2.3718","16.4483"
"SJ001","2018-05-21","08:00:00","72.3000","14.3158","134.8331","2.3832","17.1883"
"SJ001","2018-05-21","08:10:00","66.5000","14.3863","125.7478","2.6452","17.0888"
"SJ001","2018-05-21","08:20:00","63.8000","14.3979","117.1459","2.1825","16.6550"
"SJ001","2018-05-21","08:30:00","60.4000","14.3942","114.7132","2.4570","16.6508"
"SJ001","2018-05-21","08:40:00","66.1000","14.4575","124.1236","2.5173","16.7450"
"SJ001","2018-05-21","08:50:00","73.9000","14.5087","137.6594","2.1322","16.8000"
"SJ001","2018-05-21","09:00:00","96.6000","14.6587","171.6401","2.5135","17.4729"
"SJ001","2018-05-21","09:10:00","95.2000","14.8250","176.4710","2.9088","17.8412"
"SJ001","2018-05-21","09:20:00","96.3000","14.8529","177.8538","2.6547","17.8946"
"SJ001","2018-05-21","09:30:00","95.9000","14.9179","178.4307","2.4425","18.1467"
"SJ001","2018-05-21","09:40:00","104.7000","15.0762","185.7515","3.9170","18.4150"
"SJ001","2018-05-21","09:50:00","119.1000","15.3008","219.8948","2.5455","19.1296"
"SJ001","2018-05-21","10:00:00","146.2000","15.5038","265.6861","2.0038","20.2317"
"SJ001","2018-05-21","10:10:00","164.0000","15.7713","301.2859","2.2553","21.6417"
"SJ001","2018-05-21","10:20:00","180.3000","16.1588","326.5245","2.0525","23.2283"
"SJ001","2018-05-21","10:30:00","172.8000","16.7367","323.6405","2.0953","24.6762"
"SJ001","2018-05-21","10:40:00","164.5000","17.0904","311.3012","2.3970","25.3496"
"SJ001","2018-05-21","10:50:00","182.7000","16.5087","337.5016","2.9462","23.5742"
"SJ001","2018-05-21","11:00:00","186.3000","16.8292","338.6414","1.4475","25.4592"
"SJ001","2018-05-21","11:10:00","124.4000","17.0092","243.8033","1.5922","25.4950"
"SJ001","2018-05-21","11:20:00","99.8000","16.6137","185.3111","1.5455","22.2442"
"SJ001","2018-05-21","11:30:00","88.4000","16.5392","166.1415","1.4030","21.3250"
"SJ001","2018-05-21","11:40:00","78.5000","16.7883","142.8427","1.9228","21.1025"
"SJ001","2018-05-21","11:50:00","78.4000","16.4946","146.2905","2.0312","20.1900"
"SJ001","2018-05-21","12:00:00","95.5000","16.7421","177.6560","1.9588","20.7108"
"SJ001","2018-05-21","12:10:00","108.8000","16.8904","201.6715","1.6728","22.0283"
"SJ001","2018-05-21","12:20:00","120.9000","17.0263","220.0973","1.8995","22.6746"
"SJ001","2018-05-21","12:30:00","125.0000","17.2654","234.7495","1.8300","23.1746"
"SJ001","2018-05-21","12:40:00","175.0000","17.7421","321.0535","1.5130","25.3608"
"SJ001","2018-05-21","12:50:00","217.7000","17.8113","408.5589","2.0550","26.8854"
"SJ001","2018-05-21","13:00:00","190.4000","18.4163","350.3989","2.0700","29.0567"
"SJ001","2018-05-21","13:10:00","212.0000","18.7058","399.5592","1.6185","30.3238"
"SJ001","2018-05-21","13:20:00","181.8000","19.1179","346.8487","1.5800","31.7037"
"SJ001","2018-05-21","13:30:00","177.5000","18.6442","328.7169","1.2982","28.6129"
"SJ001","2018-05-21","13:40:00","184.3000","19.6992","342.7542","1.1055","30.0417"
"SJ001","2018-05-21","13:50:00","175.3000","20.1346","335.8264","1.2400","30.2283"
"SJ001","2018-05-21","14:00:00","153.9000","19.5479","294.7854","1.5987","29.7408"
"SJ001","2018-05-21","14:10:00","136.4000","19.9763","261.1668","1.3375","28.4133"
"SJ001","2018-05-21","14:20:00","135.1000","19.8771","250.0918","1.2330","27.6796"
"SJ001","2018-05-21","14:30:00","139.6000","20.3117","266.4205","1.4743","28.3687"
"SJ001","2018-05-21","14:40:00","143.5000","20.8071","274.2813","1.3630","28.7583"
"SJ001","2018-05-21","14:50:00","172.4000","21.0162","326.2948","0.8550","30.1079"
"SJ001","2018-05-21","15:00:00","184.9000","21.3588","340.9785","0.9810","32.5783"
"SJ001","2018-05-21","15:10:00","168.5000","21.4200","322.1426","0.8182","33.5363"
"SJ001","2018-05-21","15:20:00","172.1000","22.1608","324.8728","1.1803","33.8471"
"SJ001","2018-05-21","15:30:00","147.5000","22.0217","286.2790","0.5760","33.3925"
"SJ001","2018-05-21","15:40:00","137.1000","21.0171","254.2720","1.8482","30.7246"
"SJ001","2018-05-21","15:50:00","129.8000","20.8092","237.9262","0.7438","29.1300"
"SJ001","2018-05-21","16:00:00","143.2000","20.7888","268.6680","0.3512","29.0308"
"SJ001","2018-05-21","16:10:00","127.4000","20.6621","243.1965","0.8500","28.8100"
"SJ001","2018-05-21","16:20:00","108.6000","20.8050","205.5776","0.4068","28.0967"
"SJ001","2018-05-21","16:30:00","85.0000","20.4896","165.5392","0.2462","26.4192"
"SJ001","2018-05-21","16:40:00","89.0000","20.2592","170.0470","0.0300","25.2625"
"SJ001","2018-05-21","16:50:00","99.9000","19.9079","192.7110","0.0000","25.5854"
"SJ001","2018-05-21","17:00:00","79.0000","20.2133","148.9622","0.5740","25.3058"
"SJ001","2018-05-21","17:10:00","69.5000","20.0721","137.1137","0.0000","24.5300"
"SJ001","2018-05-21","17:20:00","58.7000","19.9267","115.9747","0.2235","23.6217"
"SJ001","2018-05-21","17:30:00","80.9000","19.2538","154.4682","0.3328","22.8504"
"SJ001","2018-05-21","17:40:00","77.9000","19.8283","152.5802","0.0000","23.2779"
"SJ001","2018-05-21","17:50:00","60.0000","20.3492","115.2288","0.0000","23.0300"
"SJ001","2018-05-21","18:00:00","55.1000","20.4992","109.7389","0.4860","22.3038"
"SJ001","2018-05-21","18:10:00","47.1000","21.1642","99.3265","0.5482","21.9383"
"SJ001","2018-05-21","18:20:00","28.9000","19.8521","61.2881","1.1110","20.6267"
"SJ001","2018-05-21","18:30:00","20.8000","18.9933","42.7547","1.0797","19.0900"
"SJ001","2018-05-21","18:40:00","14.3000","18.2312","30.1280","1.1253","17.8137"
"SJ001","2018-05-21","18:50:00","12.3000","17.8788","27.3112","1.0402","17.0237"
"SJ001","2018-05-21","19:00:00","6.9000","17.5883","16.9817","0.7188","16.5783"
"SJ001","2018-05-21","19:10:00","0.5000","17.2650","8.4540","0.8090","16.0550"
"SJ001","2018-05-21","19:20:00","0.0000","16.8837","1.1724","0.9558","15.5871"
"SJ001","2018-05-21","19:30:00","0.0000","16.6250","0.0000","1.4035","15.7175"
"SJ001","2018-05-21","19:40:00","0.0000","15.7338","0.0000","1.4972","15.0250"
"SJ001","2018-05-21","19:50:00","0.0000","0.0000","0.0000","1.7323","0.0000"
"SJ001","2018-05-21","20:00:00","0.0000","0.0000","0.0000","1.3793","0.0000"
"SJ001","2018-05-21","20:10:00","0.0000","0.0000","0.0000","1.0773","0.0000"
"SJ001","2018-05-21","20:20:00","0.0000","0.0000", ,"1.3465","0.0000"
"SJ001","2018-05-21","20:30:00","0.0000","0.0000", ,"1.3370","0.0000"
"SJ001","2018-05-21","20:40:00","0.0000", , ,"0.2360", 
"SJ001","2018-05-21","20:50:00","0.0000", , ,"0.0000", 
"SJ001","2018-05-21","21:00:00","0.0000", , , , 
"SJ001","2018-05-22","05:00:00","0.0000","12.5779", ,"0.0000","12.1367"
"SJ001","2018-05-22","05:10:00","0.0000","12.5025", ,"0.0000","12.0762"
"SJ001","2018-05-22","05:20:00","0.0000","12.1158", ,"0.0000","12.0388"
"SJ001","2018-05-22","05:30:00","0.0000","12.2675","3.8403","0.0000","12.3362"
"SJ001","2018-05-22","05:40:00","0.2000","12.4796","9.7267","0.1410","12.5475"
"SJ001","2018-05-22","05:50:00","4.0000","12.3446","13.2610","0.7220","12.3946"
"SJ001","2018-05-22","06:00:00","14.4000","12.2242","25.6001","0.8345","12.4333"
"SJ001","2018-05-22","06:10:00","23.1000","12.3004","43.0418","0.9518","12.8175"
"SJ001","2018-05-22","06:20:00","31.6000","12.1363","57.3766","0.4478","13.2175"
"SJ001","2018-05-22","06:30:00","36.7000","12.1754","65.8893","0.5520","13.5608"
"SJ001","2018-05-22","06:40:00","43.0000","12.2513","77.6382","0.2708","13.9371"
"SJ001","2018-05-22","06:50:00","36.6000","12.1788","69.0157","0.1598","13.8612"
"SJ001","2018-05-22","07:00:00","43.3000","12.3779","77.7217","0.0000","13.9512"
"SJ001","2018-05-22","07:10:00","63.0000","12.5738","109.5098","0.0680","14.5317"
"SJ001","2018-05-22","07:20:00","64.1000","12.8496","122.5139","0.2085","15.5329"
"SJ001","2018-05-22","07:30:00","74.8000","12.8992","143.0220","0.6622","15.9250"
"SJ001","2018-05-22","07:40:00","85.5000","13.1817","158.2374","0.8598","16.2329"
"SJ001","2018-05-22","07:50:00","110.5000","13.4792","202.4873","1.1020","17.3588"
"SJ001","2018-05-22","08:00:00","120.9000","13.5992","227.5177","0.4945","18.7283"
"SJ001","2018-05-22","08:10:00","144.0000","13.7375","235.4328","0.0000","20.3996"
"SJ001","2018-05-22","08:20:00","164.1000","14.4054","282.2392","0.3083","22.7796"
"SJ001","2018-05-22","08:30:00","224.5000","14.9675","352.6901","0.5248","25.3296"
"SJ001","2018-05-22","08:40:00","293.4000","16.9492","557.3645","0.1740","28.9225"
"SJ001","2018-05-22","08:50:00","306.0000","17.3600","628.1550","0.2708","33.6567"
"SJ001","2018-05-22","09:00:00","276.3000","17.7171","575.4847","0.6298","36.7050"
"SJ001","2018-05-22","09:10:00","241.4000","18.5604","479.0264","0.6412","35.6788"
"SJ001","2018-05-22","09:20:00","165.9000","18.6337","317.2639","1.0575","31.2883"
"SJ001","2018-05-22","09:30:00","272.5000","18.3396","510.9701","0.7188","30.4271"
"SJ001","2018-05-22","09:40:00","387.5000","19.8146","804.1947","0.5312","38.4821"
"SJ001","2018-05-22","09:50:00","197.1000","20.8183","413.2896","0.2848","40.7008"
"SJ001","2018-05-22","10:00:00","163.8000","20.2233","311.7041","0.7178","34.2708"
"SJ001","2018-05-22","10:10:00","174.7000","19.8471","330.7364","0.7600","31.0783"
"SJ001","2018-05-22","10:20:00","357.3000","20.3137","694.3552","0.5768","35.0842"
"SJ001","2018-05-22","10:30:00","383.8000","21.7042","807.9465","0.4838","43.9708"
"SJ001","2018-05-22","10:40:00","384.6000","22.6700","762.6927","1.3440","48.2754"
"SJ001","2018-05-22","10:50:00","268.3000","22.9192","537.9715","1.1800","46.0929"
"SJ001","2018-05-22","11:00:00","382.7000","23.5804","839.0079","0.8772","45.9754"
"SJ001","2018-05-22","11:10:00","342.2000","24.7504","680.8051","0.9825","50.3462"
"SJ001","2018-05-22","11:20:00","316.1000","24.0121","609.6503","1.1225","44.9642"
"SJ001","2018-05-22","11:30:00","396.7000","24.0642","791.0458","1.3070","45.8392"
"SJ001","2018-05-22","11:40:00","426.1000","23.7883","947.0657","1.1863","47.9375"
"SJ001","2018-05-22","11:50:00","325.6000","23.7092","716.0562","0.5933","48.8433"
"SJ001","2018-05-22","12:00:00","277.1000","24.0958","532.7962","0.7847","43.7075"
"SJ001","2018-05-22","12:10:00","341.8000","25.2683","678.6118","0.3300","44.1437"
"SJ001","2018-05-22","12:20:00","408.2000","24.8637","946.8207","1.3017","51.3008"
"SJ001","2018-05-22","12:30:00","378.9000","24.2921","834.8684","1.8130","50.9283"
"SJ001","2018-05-22","12:40:00","278.5000","23.4279","541.2709","1.8838","41.5050"
"SJ001","2018-05-22","12:50:00","214.6000","24.1117","430.5631","2.0553","38.7650"
"SJ001","2018-05-22","13:00:00","267.2000","26.0646","522.2242","0.7492","39.0458"
"SJ001","2018-05-22","13:10:00","286.1000","25.7267","576.1865","0.5150","42.7583"
"SJ001","2018-05-22","13:20:00","241.9000","25.1300","487.1489","1.6760","41.5962"
"SJ001","2018-05-22","13:30:00","201.7000","25.4775","392.3150","0.8840","37.2571"
"SJ001","2018-05-22","13:40:00","213.0000","26.0388","424.6518","0.7950","38.4471"
"SJ001","2018-05-22","13:50:00","173.3000","26.0342","342.7970","0.7495","37.9113"
"SJ001","2018-05-22","14:00:00","169.6000","25.5217","326.5675","1.1107","36.8088"
"SJ001","2018-05-22","14:10:00","131.6000","25.0600","259.8686","1.1805","34.7146"
"SJ001","2018-05-22","14:20:00","121.9000","24.2850","235.8602","0.8120","31.5492"
"SJ001","2018-05-22","14:30:00","163.7000","24.5600","309.6589","1.4078","31.4158"
"SJ001","2018-05-22","14:40:00","136.2000","24.8304","266.3413","1.5425","32.5954"
"SJ001","2018-05-22","14:50:00","122.6000","23.8837","219.2589","1.5140","30.5317"
"SJ001","2018-05-22","15:00:00","101.2000","24.3038","201.9795","1.7168","30.1925"
"SJ001","2018-05-22","15:10:00","80.8000","23.6462","159.9379","1.4632","28.1367"
"SJ001","2018-05-22","15:20:00","82.6000","21.2092","147.5278","1.7072","24.8850"
"SJ001","2018-05-22","15:30:00","68.4000","22.9329","130.3330","1.4178","26.6454"
"SJ001","2018-05-22","15:40:00","77.5000","22.7967","148.4587","1.4665","26.1358"
"SJ001","2018-05-22","15:50:00","65.5000","22.6554","130.5155","1.3870","26.0571"
"SJ001","2018-05-22","16:00:00","45.4000","22.2571","91.0761","1.6282","24.8754"
"SJ001","2018-05-22","16:10:00","51.3000","22.0775","96.6509","1.4788","24.1221"
"SJ001","2018-05-22","16:20:00","66.7000","22.2725","125.4449","1.2528","24.5413"
"SJ001","2018-05-22","16:30:00","54.2000","22.2638","107.7446","0.9295","25.2538"
"SJ001","2018-05-22","16:40:00","36.9000","22.0171","75.5683","1.1827","24.5250"
"SJ001","2018-05-22","16:50:00","34.6000","21.6908","67.2565","1.1490","23.4608"
"SJ001","2018-05-22","17:00:00","27.1000","21.4650","55.8487","1.0780","22.8858"
"SJ001","2018-05-22","17:10:00","23.4000","20.9842","48.2677","1.4220","21.4233"
"SJ001","2018-05-22","17:20:00","21.8000","20.2654","44.4918","2.0090","19.6854"
"SJ001","2018-05-22","17:30:00","22.6000","19.7704","45.6412","1.2995","19.0642"
"SJ001","2018-05-22","17:40:00","15.2000","19.3350","32.7264","0.8925","18.8938"
"SJ001","2018-05-22","17:50:00","11.3000","19.0071","24.1775","0.9388","18.5142"
"SJ001","2018-05-22","18:00:00","10.2000","18.5004","21.9356","1.1978","18.0621"
"SJ001","2018-05-22","18:10:00","11.9000","17.9775","24.0617","1.4943","17.6737"
"SJ001","2018-05-22","18:20:00","14.9000","17.7858","31.1102","0.7532","17.7650"
"SJ001","2018-05-22","18:30:00","12.6000","17.7063","27.4049","0.0220","17.7825"
"SJ001","2018-05-22","18:40:00","7.9000","17.6600","18.2133","0.0000","17.6962"
"SJ001","2018-05-22","18:50:00","2.1000","17.4675","10.8793","0.1748","17.3975"
