"SITE_NO","DATE","TIME","GEN_ENERGY","TEMPERATURE","SOLAR_IRRADIANCE","WIND_SPEED","MODULE_TEMPERATURE"
"SJ001","2017-09-01","05:00:00","0.0000", , ,"0.2675", 
"SJ001","2017-09-01","05:10:00","0.0000", , ,"0.0720", 
"SJ001","2017-09-01","05:20:00","0.0000", , ,"0.0000", 
"SJ001","2017-09-01","05:30:00","0.0000", , ,"0.0000", 
"SJ001","2017-09-01","05:40:00","0.0000","15.5596", ,"0.0000","13.8067"
"SJ001","2017-09-01","05:50:00","0.0000","15.8846", ,"0.0000","14.4667"
"SJ001","2017-09-01","06:00:00","0.0000","15.8233", ,"0.0000","14.8812"
"SJ001","2017-09-01","06:10:00","0.0000","16.0275","14.0542","0.0000","14.8938"
"SJ001","2017-09-01","06:20:00","3.0000","16.2921","39.7109","0.0000","15.1279"
"SJ001","2017-09-01","06:30:00","28.0000","15.7758","98.2302","0.0000","15.1000"
"SJ001","2017-09-01","06:40:00","33.0000","16.0375","121.5713","0.0000","15.1692"
"SJ001","2017-09-01","06:50:00","47.0000","16.2338","151.0818","0.0000","15.5237"
"SJ001","2017-09-01","07:00:00","64.0000","16.5458","186.5663","0.0000","16.2146"
"SJ001","2017-09-01","07:10:00","83.0000","16.8496","220.0476","0.0000","16.8354"
"SJ001","2017-09-01","07:20:00","94.0000","17.1238","224.3015","0.0000","17.9563"
"SJ001","2017-09-01","07:30:00","108.0000","17.4717","250.9233","0.0000","18.9283"
"SJ001","2017-09-01","07:40:00","135.0000","17.6950","300.2100","0.0000","20.1508"
"SJ001","2017-09-01","07:50:00","137.0000","18.1300","302.3355","0.0000","21.7237"
"SJ001","2017-09-01","08:00:00","153.0000","18.4417","316.2892","0.0000","22.2250"
"SJ001","2017-09-01","08:10:00","190.0000","19.7037","399.2406","0.0000","24.4833"
"SJ001","2017-09-01","08:20:00","213.0000","19.9321","438.3387","0.0000","27.2638"
"SJ001","2017-09-01","08:30:00","234.0000","20.8250","474.6884","0.0000","29.6875"
"SJ001","2017-09-01","08:40:00","257.0000","21.5592","517.7717","0.0000","32.4967"
"SJ001","2017-09-01","08:50:00","264.0000","21.0500","553.0174","0.0000","35.5700"
"SJ001","2017-09-01","09:00:00","271.0000","21.8542","571.2580","0.1350","38.1904"
"SJ001","2017-09-01","09:10:00","289.0000","22.2492","607.6844","0.2272","39.0942"
"SJ001","2017-09-01","09:20:00","299.0000","23.3654","630.1980","0.4170","40.5646"
"SJ001","2017-09-01","09:30:00","317.0000","24.0592","652.4990","0.2450","42.3654"
"SJ001","2017-09-01","09:40:00","320.0000","24.4763","669.4857","0.0330","44.1183"
"SJ001","2017-09-01","09:50:00","326.0000","24.7338","692.9687","0.3518","46.3467"
"SJ001","2017-09-01","10:00:00","335.0000","25.0058","709.0693","0.4208","47.3471"
"SJ001","2017-09-01","10:10:00","356.0000","25.3083","710.0567","1.2755","48.2800"
"SJ001","2017-09-01","10:20:00","351.0000","24.9496","751.7349","0.5330","48.8658"
"SJ001","2017-09-01","10:30:00","355.0000","25.5754","768.9001","0.9628","49.8200"
"SJ001","2017-09-01","10:40:00","364.0000","24.0975","785.4814","0.7065","48.2817"
"SJ001","2017-09-01","10:50:00","380.0000","26.7325","800.9168","0.8305","48.7979"
"SJ001","2017-09-01","11:00:00","374.0000","27.2046","766.5636","1.0453","51.6017"
"SJ001","2017-09-01","11:10:00","379.0000","27.3687","825.4046","1.1505","52.8008"
"SJ001","2017-09-01","11:20:00","386.0000","25.5904","832.7775","1.4575","50.1850"
"SJ001","2017-09-01","11:30:00","388.0000","25.4587","840.0223","1.4605","49.5500"
"SJ001","2017-09-01","11:40:00","402.0000","25.9558","845.4546","1.7095","50.1662"
"SJ001","2017-09-01","11:50:00","395.0000","26.2000","851.8635","1.6667","50.9975"
"SJ001","2017-09-01","12:00:00","394.0000","28.2150","852.7461","1.1880","52.1471"
"SJ001","2017-09-01","12:10:00","399.0000","25.6658","849.5275","2.6092","48.2638"
"SJ001","2017-09-01","12:20:00","408.0000","26.5850","845.4300","2.2908","47.7263"
"SJ001","2017-09-01","12:30:00","396.0000","25.9892","841.5439","2.2542","47.7425"
"SJ001","2017-09-01","12:40:00","396.0000","25.7162","835.0544","2.3105","45.3387"
"SJ001","2017-09-01","12:50:00","392.0000","26.0254","823.5158","2.1637","45.9275"
"SJ001","2017-09-01","13:00:00","391.0000","26.2275","819.0651","1.7500","46.1863"
"SJ001","2017-09-01","13:10:00","400.0000","27.3275","812.8358","1.7932","48.1217"
"SJ001","2017-09-01","13:20:00","384.0000","27.2625","800.2420","2.1852","48.8621"
"SJ001","2017-09-01","13:30:00","379.0000","26.8604","787.0782","1.2568","47.9992"
"SJ001","2017-09-01","13:40:00","371.0000","27.0592","772.8578","2.1378","48.7971"
"SJ001","2017-09-01","13:50:00","374.0000","28.0183","755.5962","1.0215","50.1275"
"SJ001","2017-09-01","14:00:00","356.0000","30.2575","737.1247","1.5592","53.3921"
"SJ001","2017-09-01","14:10:00","349.0000","29.1875","714.9320","1.4208","53.3925"
"SJ001","2017-09-01","14:20:00","341.0000","27.3767","693.2774","0.6368","49.6746"
"SJ001","2017-09-01","14:30:00","340.0000","28.0712","670.3753","0.7508","48.9854"
"SJ001","2017-09-01","14:40:00","323.0000","28.6067","645.8325","1.9835","48.9054"
"SJ001","2017-09-01","14:50:00","313.0000","28.4821","623.5325","1.0628","46.7854"
"SJ001","2017-09-01","15:00:00","300.0000","27.4954","593.8083","1.6835","45.8687"
"SJ001","2017-09-01","15:10:00","290.0000","27.6462","567.7149","1.5642","44.3458"
"SJ001","2017-09-01","15:20:00","287.0000","27.6925","543.4507","1.1365","43.8158"
"SJ001","2017-09-01","15:30:00","264.0000","29.3429","510.8266","1.6420","44.7604"
"SJ001","2017-09-01","15:40:00","252.0000","27.7525","484.7101","1.8578","42.4513"
"SJ001","2017-09-01","15:50:00","240.0000","27.2646","455.8448","1.7428","40.3525"
"SJ001","2017-09-01","16:00:00","229.0000","27.6758","423.0391","1.6580","39.9763"
"SJ001","2017-09-01","16:10:00","208.0000","28.7104","393.6769","0.7228","40.0908"
"SJ001","2017-09-01","16:20:00","191.0000","28.7629","363.5216","1.2632","39.7437"
"SJ001","2017-09-01","16:30:00","177.0000","27.8550","333.3587","1.1818","37.6900"
"SJ001","2017-09-01","16:40:00","163.0000","28.2546","301.2268","0.3360","36.2863"
"SJ001","2017-09-01","16:50:00","138.0000","29.5437","264.2911","0.2880","36.5363"
"SJ001","2017-09-01","17:00:00","112.0000","30.1288","228.6950","0.6002","35.3271"
"SJ001","2017-09-01","17:10:00","102.0000","32.0608","201.0630","0.8218","33.8442"
"SJ001","2017-09-01","17:20:00","83.0000","32.6313","171.0770","2.1037","32.7383"
"SJ001","2017-09-01","17:30:00","67.0000","32.8150","142.5919","0.8312","31.4088"
"SJ001","2017-09-01","17:40:00","50.0000","29.7987","115.7809","0.6275","29.6388"
"SJ001","2017-09-01","17:50:00","37.0000","28.2529","93.2595","1.4250","27.3992"
"SJ001","2017-09-01","18:00:00","25.0000","26.7437","71.1459","1.4703","25.4688"
"SJ001","2017-09-01","18:10:00","16.0000","26.2838","52.5718","0.5152","24.1075"
"SJ001","2017-09-01","18:20:00","10.0000","24.8242","26.1017","1.1705","22.9229"
"SJ001","2017-09-01","18:30:00","7.0000","23.4733","16.0560","0.5032","22.0704"
"SJ001","2017-09-01","18:40:00","0.0000","22.7325","8.8973","0.9492","21.5125"
"SJ001","2017-09-01","18:50:00","0.0000","22.2667","1.6225","1.5678","20.9471"
"SJ001","2017-09-01","19:00:00","0.0000","21.7958","0.0000","1.6185","20.3217"
"SJ001","2017-09-01","19:10:00","0.0000","9.6888","0.0000","1.1395","8.9725"
"SJ001","2017-09-01","19:20:00","0.0000","0.0000","0.0000","0.4485","0.0000"
"SJ001","2017-09-01","19:30:00","0.0000","0.0000","0.0000","0.4552","0.0000"
"SJ001","2017-09-01","19:40:00","0.0000","0.0000","0.0000","0.4612","0.0000"
"SJ001","2017-09-01","19:50:00","0.0000","0.0000", ,"0.1870","0.0000"
"SJ001","2017-09-01","20:00:00","0.0000","0.0000", ,"0.0795","0.0000"
"SJ001","2017-09-01","20:10:00","0.0000", , ,"0.0000", 
"SJ001","2017-09-01","20:20:00","0.0000", , ,"0.0000", 
"SJ001","2017-09-01","20:30:00","0.0000", , ,"0.0000", 
"SJ001","2017-09-01","20:40:00","0.0000", , ,"0.0000", 
"SJ001","2017-09-01","20:50:00","0.0000", , ,"0.2633", 
"SJ001","2017-09-01","21:00:00","0.0000", , , , 
"SJ001","2017-09-02","05:00:00","0.0000", , ,"0.0000", 
"SJ001","2017-09-02","05:10:00","0.0000", , ,"0.0000", 
"SJ001","2017-09-02","05:20:00","0.0000", , ,"0.0000", 
"SJ001","2017-09-02","05:30:00","0.0000", , ,"0.0000", 
"SJ001","2017-09-02","05:40:00","0.0000","14.8200", ,"0.0000","13.3729"
"SJ001","2017-09-02","05:50:00","0.0000","14.9750", ,"0.0000","13.5125"
"SJ001","2017-09-02","06:00:00","0.0000","15.1596","5.9075","0.0000","13.8788"
"SJ001","2017-09-02","06:10:00","4.0000","15.3700","27.0971","0.0000","14.2208"
"SJ001","2017-09-02","06:20:00","23.0000","15.2937","63.4888","0.0000","14.9563"
"SJ001","2017-09-02","06:30:00","26.0000","15.6300","68.4151","0.0000","15.8825"
"SJ001","2017-09-02","06:40:00","29.0000","15.5667","67.7205","0.0000","15.8404"
"SJ001","2017-09-02","06:50:00","57.0000","15.6725","120.8563","0.0000","15.6625"
"SJ001","2017-09-02","07:00:00","57.0000","16.2617","143.4204","0.0000","16.7533"
"SJ001","2017-09-02","07:10:00","61.0000","16.3179","154.0738","0.0000","17.0200"
"SJ001","2017-09-02","07:20:00","69.0000","16.5963","157.1369","0.0000","17.6450"
"SJ001","2017-09-02","07:30:00","118.0000","17.3004","255.2678","0.0000","19.1742"
"SJ001","2017-09-02","07:40:00","67.0000","17.4800","135.3338","0.0000","20.4054"
"SJ001","2017-09-02","07:50:00","68.0000","17.7750","141.3363","0.0000","19.8487"
"SJ001","2017-09-02","08:00:00","156.0000","17.8425","314.7144","0.0000","20.6988"
"SJ001","2017-09-02","08:10:00","170.0000","18.6529","349.0597","0.0000","23.9200"
"SJ001","2017-09-02","08:20:00","192.0000","19.0600","388.0298","0.0000","24.4333"
"SJ001","2017-09-02","08:30:00","209.0000","19.5425","425.2132","0.0000","26.1150"
"SJ001","2017-09-02","08:40:00","246.0000","20.9967","506.3128","0.0000","29.9279"
"SJ001","2017-09-02","08:50:00","256.0000","20.3888","527.8357","0.0000","32.1838"
"SJ001","2017-09-02","09:00:00","276.0000","20.7179","553.8710","0.0000","34.4529"
"SJ001","2017-09-02","09:10:00","282.0000","20.5225","581.5203","0.1870","36.8500"
"SJ001","2017-09-02","09:20:00","293.0000","21.0825","608.8436","0.3258","38.4904"
"SJ001","2017-09-02","09:30:00","304.0000","22.1071","634.4511","0.2655","40.1092"
"SJ001","2017-09-02","09:40:00","315.0000","21.9408","660.1758","0.7685","40.1683"
"SJ001","2017-09-02","09:50:00","336.0000","22.8596","684.2253","0.4282","41.2379"
"SJ001","2017-09-02","10:00:00","334.0000","23.0896","703.4713","0.6468","43.2700"
"SJ001","2017-09-02","10:10:00","342.0000","23.2188","725.9679","0.8905","44.7358"
"SJ001","2017-09-02","10:20:00","348.0000","23.3017","744.9598","0.2430","44.6625"
"SJ001","2017-09-02","10:30:00","367.0000","23.5796","760.9031","0.4305","46.2638"
"SJ001","2017-09-02","10:40:00","358.0000","24.7621","774.1273","0.4425","48.8171"
"SJ001","2017-09-02","10:50:00","363.0000","25.6388","770.1418","0.5888","51.1933"
"SJ001","2017-09-02","11:00:00","375.0000","27.0542","811.8294","0.5367","51.6783"
"SJ001","2017-09-02","11:10:00","385.0000","27.0567","818.3962","0.8558","53.3404"
"SJ001","2017-09-02","11:20:00","382.0000","26.9337","825.4802","1.3030","53.2587"
"SJ001","2017-09-02","11:30:00","375.0000","27.1850","805.7653","0.4952","54.0621"
"SJ001","2017-09-02","11:40:00","385.0000","25.6800","829.2270","1.0762","50.2987"
"SJ001","2017-09-02","11:50:00","393.0000","26.0200","853.6754","0.3570","51.4412"
"SJ001","2017-09-02","12:00:00","406.0000","25.9408","856.2433","0.9522","53.5021"
"SJ001","2017-09-02","12:10:00","381.0000","25.6887","813.1121","1.6178","52.7163"
"SJ001","2017-09-02","12:20:00","399.0000","27.1367","868.6052","0.7278","53.6208"
"SJ001","2017-09-02","12:30:00","395.0000","27.9213","864.5241","0.2850","54.8762"
"SJ001","2017-09-02","12:40:00","398.0000","27.9275","842.8778","0.8458","56.0037"
"SJ001","2017-09-02","12:50:00","359.0000","26.8858","821.1873","1.9800","53.3567"
"SJ001","2017-09-02","13:00:00","252.0000","26.2413","566.2258","1.4198","48.5942"
"SJ001","2017-09-02","13:10:00","284.0000","26.0150","571.0857","0.5340","42.6271"
"SJ001","2017-09-02","13:20:00","289.0000","26.3362","651.4062","1.1865","41.9363"
"SJ001","2017-09-02","13:30:00","333.0000","27.6033","684.7402","0.4822","46.0279"
"SJ001","2017-09-02","13:40:00","172.0000","26.9100","487.7265","0.9008","46.6625"
"SJ001","2017-09-02","13:50:00","278.0000","28.0258","618.4275","0.8942","44.4892"
"SJ001","2017-09-02","14:00:00","337.0000","28.6083","686.2846","0.8145","48.8717"
"SJ001","2017-09-02","14:10:00","236.0000","26.6925","446.7505","1.4828","46.5037"
"SJ001","2017-09-02","14:20:00","208.0000","26.0413","420.5096","1.0030","40.1138"
"SJ001","2017-09-02","14:30:00","199.0000","26.1713","361.4236","0.8298","37.9288"
"SJ001","2017-09-02","14:40:00","238.0000","26.4337","459.8531","0.3308","38.9562"
"SJ001","2017-09-02","14:50:00","264.0000","28.6762","513.7805","0.7310","42.5050"
"SJ001","2017-09-02","15:00:00","242.0000","28.8879","478.3794","0.2128","46.1150"
"SJ001","2017-09-02","15:10:00","179.0000","28.1863","359.5347","0.9415","42.1383"
"SJ001","2017-09-02","15:20:00","277.0000","28.4312","528.5808","0.8312","42.1025"
"SJ001","2017-09-02","15:30:00","243.0000","29.3113","480.7566","0.9198","45.9654"
"SJ001","2017-09-02","15:40:00","184.0000","28.0979","333.4254","0.3425","42.5050"
"SJ001","2017-09-02","15:50:00","200.0000","28.0525","390.7099","0.4695","40.7292"
"SJ001","2017-09-02","16:00:00","120.0000","27.9071","255.1833","0.2640","38.8629"
"SJ001","2017-09-02","16:10:00","146.0000","27.8471","285.5181","0.6577","36.5550"
"SJ001","2017-09-02","16:20:00","133.0000","27.5038","263.6594","1.0123","35.3513"
"SJ001","2017-09-02","16:30:00","126.0000","27.4746","240.4550","1.2885","35.2229"
"SJ001","2017-09-02","16:40:00","109.0000","27.1238","216.4273","1.4670","33.1838"
"SJ001","2017-09-02","16:50:00","107.0000","27.2975","196.1950","0.9015","32.5850"
"SJ001","2017-09-02","17:00:00","65.0000","26.8837","130.8146","0.5355","31.1500"
"SJ001","2017-09-02","17:10:00","65.0000","26.0283","128.1393","0.8192","29.3096"
"SJ001","2017-09-02","17:20:00","79.0000","26.2025","153.7816","0.0330","28.7429"
"SJ001","2017-09-02","17:30:00","70.0000","27.4563","147.6153","1.1430","29.3325"
"SJ001","2017-09-02","17:40:00","45.0000","26.2325","94.2816","1.0605","27.3738"
"SJ001","2017-09-02","17:50:00","51.0000","26.6142","115.6115","0.1162","26.7838"
"SJ001","2017-09-02","18:00:00","33.0000","26.3546","82.6490","0.3202","26.1567"
"SJ001","2017-09-02","18:10:00","20.0000","25.5150","54.2540","1.3365","24.9225"
"SJ001","2017-09-02","18:20:00","13.0000","24.3137","33.4224","1.2103","24.1575"
"SJ001","2017-09-02","18:30:00","8.0000","23.3912","20.9159","1.4800","23.4608"
"SJ001","2017-09-02","18:40:00","2.0000","22.8800","9.3177","1.0605","22.6713"
"SJ001","2017-09-02","18:50:00","0.0000","22.4288","0.3359","1.1772","21.8771"
"SJ001","2017-09-02","19:00:00","0.0000","22.0879","0.0000","1.2408","21.4329"
"SJ001","2017-09-02","19:10:00","0.0000","14.2800","0.0000","0.4568","13.7633"
"SJ001","2017-09-02","19:20:00","0.0000","0.0000","0.0000","0.2115","0.0000"
"SJ001","2017-09-02","19:30:00","0.0000","0.0000","0.0000","0.0000","0.0000"
"SJ001","2017-09-02","19:40:00","0.0000","0.0000","0.0000","0.0000","0.0000"
"SJ001","2017-09-02","19:50:00","0.0000","0.0000", ,"0.6110","0.0000"
"SJ001","2017-09-02","20:00:00","0.0000","0.0000", ,"0.3765","0.0000"
"SJ001","2017-09-02","20:10:00","0.0000", , ,"0.1982", 
"SJ001","2017-09-02","20:20:00","0.0000", , ,"0.0000", 
"SJ001","2017-09-02","20:30:00","0.0000", , ,"0.0675", 
"SJ001","2017-09-02","20:40:00","0.0000", , ,"0.2575", 
"SJ001","2017-09-02","20:50:00","0.0000", , ,"0.6940", 
"SJ001","2017-09-02","21:00:00","0.0000", , ,"0.5743", 
"SJ001","2017-09-03","05:00:00","0.0000", , ,"0.0000", 
"SJ001","2017-09-03","05:10:00","0.0000", , ,"0.0000", 
"SJ001","2017-09-03","05:20:00","0.0000", , ,"0.0000", 
"SJ001","2017-09-03","05:30:00","0.0000", , ,"0.0000", 
"SJ001","2017-09-03","05:40:00","0.0000","14.8333", ,"0.0000","13.2825"
"SJ001","2017-09-03","05:50:00","0.0000","14.9642", ,"0.0000","13.5608"
"SJ001","2017-09-03","06:00:00","0.0000","15.3771", ,"0.0000","13.9742"
"SJ001","2017-09-03","06:10:00","0.0000","15.9633","27.9226","0.0000","15.4667"
"SJ001","2017-09-03","06:20:00","0.0000","16.2954","17.8309","0.0000","16.2850"
"SJ001","2017-09-03","06:30:00","10.0000","16.1554","31.5569","0.0000","16.3729"
"SJ001","2017-09-03","06:40:00","25.0000","16.7737","71.9593","0.0000","16.8012"
"SJ001","2017-09-03","06:50:00","47.0000","16.5775","134.6282","0.0000","17.1825"
"SJ001","2017-09-03","07:00:00","74.0000","16.6000","198.2321","0.0000","17.1158"
"SJ001","2017-09-03","07:10:00","91.0000","17.1788","227.0567","0.0000","17.9213"
"SJ001","2017-09-03","07:20:00","97.0000","17.3062","247.3718","0.0000","18.4312"
"SJ001","2017-09-03","07:30:00","117.0000","17.4138","282.5959","0.0000","19.3975"
"SJ001","2017-09-03","07:40:00","137.0000","17.8033","313.0617","0.0000","20.3229"
"SJ001","2017-09-03","07:50:00","160.0000","18.5175","343.7243","0.0000","21.7254"
"SJ001","2017-09-03","08:00:00","174.0000","18.3987","373.7189","0.8685","22.9746"
"SJ001","2017-09-03","08:10:00","194.0000","18.8725","402.1234","0.9560","23.8200"
"SJ001","2017-09-03","08:20:00","210.0000","19.3892","433.2065","0.5030","25.8125"
"SJ001","2017-09-03","08:30:00","232.0000","19.5787","463.8047","0.0000","27.2942"
"SJ001","2017-09-03","08:40:00","242.0000","20.1363","497.2077","0.0000","30.0179"
"SJ001","2017-09-03","08:50:00","256.0000","21.1375","530.7714","0.0000","33.8125"
"SJ001","2017-09-03","09:00:00","268.0000","21.6238","560.7608","0.0000","37.1221"
"SJ001","2017-09-03","09:10:00","280.0000","22.4312","588.8724","0.0000","39.8300"
"SJ001","2017-09-03","09:20:00","305.0000","21.8504","614.5862","0.1962","38.2775"
"SJ001","2017-09-03","09:30:00","309.0000","22.2608","640.4330","0.7978","37.2883"
"SJ001","2017-09-03","09:40:00","324.0000","22.2825","674.0023","0.0412","39.5004"
"SJ001","2017-09-03","09:50:00","336.0000","23.9108","710.3856","0.0000","44.1158"
"SJ001","2017-09-03","10:00:00","352.0000","24.3254","728.1308","0.0000","45.6446"
"SJ001","2017-09-03","10:10:00","345.0000","24.7312","741.5465","0.0765","47.9988"
"SJ001","2017-09-03","10:20:00","354.0000","25.0479","764.4414","0.0000","48.8721"
"SJ001","2017-09-03","10:30:00","361.0000","24.9958","776.5318","0.0000","48.0683"
"SJ001","2017-09-03","10:40:00","376.0000","25.2983","785.0246","0.0690","50.8700"
"SJ001","2017-09-03","10:50:00","376.0000","25.5587","799.4679","0.0000","49.8200"
"SJ001","2017-09-03","11:00:00","376.0000","25.6317","811.7858","0.1048","51.7829"
"SJ001","2017-09-03","11:10:00","381.0000","26.2908","821.8806","0.0000","53.1575"
"SJ001","2017-09-03","11:20:00","384.0000","26.8833","832.5973","0.0000","52.8638"
"SJ001","2017-09-03","11:30:00","397.0000","27.3808","842.1564","0.1245","54.0792"
"SJ001","2017-09-03","11:40:00","389.0000","26.9713","847.7020","0.5978","54.4829"
"SJ001","2017-09-03","11:50:00","392.0000","26.7004","846.5770","0.2047","54.5517"
"SJ001","2017-09-03","12:00:00","390.0000","27.8083","847.2882","0.0000","55.7171"
"SJ001","2017-09-03","12:10:00","399.0000","28.6150","847.5262","0.1305","56.1050"
"SJ001","2017-09-03","12:20:00","390.0000","28.8775","846.5624","0.1013","56.0250"
"SJ001","2017-09-03","12:30:00","387.0000","29.2471","843.0846","0.0795","56.6337"
"SJ001","2017-09-03","12:40:00","388.0000","28.4363","838.9009","0.0000","55.7687"
"SJ001","2017-09-03","12:50:00","389.0000","28.8842","833.7960","0.0000","56.0812"
"SJ001","2017-09-03","13:00:00","396.0000","30.0025","824.2744","0.0000","56.6500"
"SJ001","2017-09-03","13:10:00","382.0000","30.1379","812.0900","0.2095","55.9083"
"SJ001","2017-09-03","13:20:00","377.0000","30.2700","801.6676","0.7698","54.8558"
"SJ001","2017-09-03","13:30:00","378.0000","30.0379","782.2198","0.1785","54.1483"
"SJ001","2017-09-03","13:40:00","379.0000","28.9721","771.1238","0.4502","54.8567"
"SJ001","2017-09-03","13:50:00","362.0000","30.1379","757.5700","0.8162","53.5317"
"SJ001","2017-09-03","14:00:00","357.0000","31.9946","741.8608","1.3998","54.2050"
"SJ001","2017-09-03","14:10:00","346.0000","31.1913","718.7650","0.7552","53.5100"
"SJ001","2017-09-03","14:20:00","350.0000","30.2138","699.3976","1.2617","53.0538"
"SJ001","2017-09-03","14:30:00","328.0000","31.6650","668.5042","1.5092","52.8196"
"SJ001","2017-09-03","14:40:00","320.0000","30.9838","652.0187","0.8678","52.5254"
"SJ001","2017-09-03","14:50:00","308.0000","29.9429","624.7281","0.4730","51.8679"
"SJ001","2017-09-03","15:00:00","301.0000","29.7483","567.4971","0.4995","49.9033"
"SJ001","2017-09-03","15:10:00","283.0000","31.6133","548.0947","1.7130","49.1771"
"SJ001","2017-09-03","15:20:00","275.0000","31.1358","539.9101","1.0688","47.0029"
"SJ001","2017-09-03","15:30:00","259.0000","31.2725","512.2432","0.2025","47.0192"
"SJ001","2017-09-03","15:40:00","250.0000","30.9213","495.9001","0.0000","45.8862"
"SJ001","2017-09-03","15:50:00","222.0000","30.5096","421.5113","0.0000","44.7233"
"SJ001","2017-09-03","16:00:00","208.0000","30.2087","414.7041","0.0000","43.9733"
"SJ001","2017-09-03","16:10:00","165.0000","29.9296","291.6575","0.0420","41.3175"
"SJ001","2017-09-03","16:20:00","206.0000","30.0075","393.2013","0.0840","40.6538"
"SJ001","2017-09-03","16:30:00","155.0000","30.0533","302.3689","0.1928","40.0546"
"SJ001","2017-09-03","16:40:00","162.0000","29.6450","302.5765","0.2940","38.1458"
"SJ001","2017-09-03","16:50:00","110.0000","28.7921","211.6477","0.7562","35.5254"
"SJ001","2017-09-03","17:00:00","95.0000","28.4800","190.1409","0.9192","33.5662"
"SJ001","2017-09-03","17:10:00","70.0000","27.3912","141.8710","1.1013","31.0600"
"SJ001","2017-09-03","17:20:00","67.0000","26.5942","131.9408","0.8488","29.0471"
"SJ001","2017-09-03","17:30:00","62.0000","26.7225","132.0896","1.1872","28.0850"
"SJ001","2017-09-03","17:40:00","41.0000","26.6663","89.6418","0.9128","27.3629"
"SJ001","2017-09-03","17:50:00","29.0000","25.4754","63.5181","0.9652","25.8333"
"SJ001","2017-09-03","18:00:00","23.0000","24.7508","49.7715","0.4625","24.6529"
"SJ001","2017-09-03","18:10:00","17.0000","24.0287","40.9744","0.5700","23.7325"
"SJ001","2017-09-03","18:20:00","9.0000","23.3579","22.6429","1.2608","22.8104"
"SJ001","2017-09-03","18:30:00","3.0000","22.7083","10.4936","0.3030","21.8263"
"SJ001","2017-09-03","18:40:00","0.0000","22.1929","3.3484","1.1890","21.1604"
"SJ001","2017-09-03","18:50:00","0.0000","21.8350","0.0000","1.2485","20.5587"
"SJ001","2017-09-03","19:00:00","0.0000","18.6771","0.0000","1.4127","17.4496"
"SJ001","2017-09-03","19:10:00","0.0000","0.0000","0.0000","0.9548","0.0000"
"SJ001","2017-09-03","19:20:00","0.0000","0.0000","0.0000","1.2312","0.0000"
"SJ001","2017-09-03","19:30:00","0.0000","0.0000","0.0000","1.1915","0.0000"
"SJ001","2017-09-03","19:40:00","0.0000","0.0000", ,"0.9918","0.0000"
"SJ001","2017-09-03","19:50:00","0.0000","0.0000", ,"0.4620","0.0000"
"SJ001","2017-09-03","20:00:00","0.0000", , ,"0.2072", 
"SJ001","2017-09-03","20:10:00","0.0000", , ,"0.0000", 
"SJ001","2017-09-03","20:20:00","0.0000", , ,"0.0000", 
"SJ001","2017-09-03","20:30:00","0.0000", , ,"0.5540", 
"SJ001","2017-09-03","20:40:00","0.0000", , ,"0.1403", 
"SJ001","2017-09-03","20:50:00","0.0000", , ,"0.0000", 
"SJ001","2017-09-03","21:00:00","0.0000", , , , 
"SJ001","2017-09-04","05:00:00","0.0000", , ,"0.0000", 
"SJ001","2017-09-04","05:10:00","0.0000", , ,"0.0000", 
"SJ001","2017-09-04","05:20:00","0.0000", , ,"0.0000", 
"SJ001","2017-09-04","05:30:00","0.0000", , ,"0.0000", 
"SJ001","2017-09-04","05:40:00","0.0000", , ,"0.0000", 
"SJ001","2017-09-04","05:50:00","0.0000","15.2421", ,"0.0000","14.1096"
"SJ001","2017-09-04","06:00:00","0.0000","15.2338", ,"0.0000","14.0621"
"SJ001","2017-09-04","06:10:00","0.0000","15.5150","4.8851","0.0000","14.3471"
"SJ001","2017-09-04","06:20:00","0.0000","16.0396","17.3257","0.0000","15.1171"
"SJ001","2017-09-04","06:30:00","12.0000","16.6412","29.0541","0.0000","15.8450"
"SJ001","2017-09-04","06:40:00","19.0000","17.0600","41.7947","0.0000","16.5833"
"SJ001","2017-09-04","06:50:00","29.0000","17.0429","60.5583","0.0000","16.9625"
"SJ001","2017-09-04","07:00:00","42.0000","16.2150","89.2745","0.0000","16.4175"
"SJ001","2017-09-04","07:10:00","59.0000","16.6112","124.0706","0.0000","16.6262"
"SJ001","2017-09-04","07:20:00","66.0000","16.5392","135.9462","0.0000","17.1762"
"SJ001","2017-09-04","07:30:00","70.0000","16.7929","138.3964","0.5272","17.8012"
"SJ001","2017-09-04","07:40:00","82.0000","16.9504","159.5265","0.8788","18.1896"
"SJ001","2017-09-04","07:50:00","82.0000","17.2013","162.6893","0.5370","19.1250"
"SJ001","2017-09-04","08:00:00","106.0000","17.3592","197.8556","0.0345","19.7437"
"SJ001","2017-09-04","08:10:00","123.0000","18.1062","257.3325","0.2272","21.3925"
"SJ001","2017-09-04","08:20:00","162.0000","18.5933","318.8021","0.6075","22.1137"
"SJ001","2017-09-04","08:30:00","192.0000","19.3412","402.0677","0.1995","24.9575"
"SJ001","2017-09-04","08:40:00","252.0000","19.7167","495.9493","0.0000","27.6854"
"SJ001","2017-09-04","08:50:00","250.0000","20.0596","512.0410","0.3338","30.9346"
"SJ001","2017-09-04","09:00:00","251.0000","20.8025","496.5770","0.4605","34.6700"
"SJ001","2017-09-04","09:10:00","253.0000","20.9317","539.9361","0.2872","36.4554"
"SJ001","2017-09-04","09:20:00","258.0000","20.9413","507.0105","0.6115","36.3850"
