"SITE_NO","DATE","TIME","GEN_ENERGY","TEMPERATURE","SOLAR_IRRADIANCE","WIND_SPEED","MODULE_TEMPERATURE"
"SJ002","2017-09-01","09:20:00","293.0000","24.1804","611.3814","1.0880","39.7196"
"SJ002","2017-09-01","09:30:00","303.0000","24.4454","638.5035","0.6878","40.4871"
"SJ002","2017-09-01","09:40:00","313.0000","24.3075","662.7068","0.8798","40.8721"
"SJ002","2017-09-01","09:50:00","336.0000","24.4392","546.5677","1.1415","40.7758"
"SJ002","2017-09-01","10:00:00","336.0000","24.5183","208.3659","1.1420","41.1292"
"SJ002","2017-09-01","10:10:00","344.0000","25.0467","279.2924","0.8675","41.7050"
"SJ002","2017-09-01","10:20:00","354.0000","26.2888","762.0824","1.8632","44.5496"
"SJ002","2017-09-01","10:30:00","372.0000","26.1238","493.9804","1.2290","44.0383"
"SJ002","2017-09-01","10:40:00","367.0000","26.0763","710.8991","0.9938","44.3783"
"SJ002","2017-09-01","10:50:00","371.0000","25.7787","818.6336","0.5552","46.4479"
"SJ002","2017-09-01","11:00:00","377.0000","26.4100","834.8831","0.7432","47.0521"
"SJ002","2017-09-01","11:10:00","384.0000","27.5637","848.0820","1.0140","48.3167"
"SJ002","2017-09-01","11:20:00","398.0000","28.0979","860.6112","1.2668","49.6350"
"SJ002","2017-09-01","11:30:00","390.0000","27.5242","872.5835","0.6040","49.8183"
"SJ002","2017-09-01","11:40:00","390.0000","27.9471","878.8782","0.7740","51.3133"
"SJ002","2017-09-01","11:50:00","392.0000","28.3896","887.3636","1.2080","49.3833"
"SJ002","2017-09-01","12:00:00","408.0000","27.7583","894.5073","0.6942","48.6283"
"SJ002","2017-09-01","12:10:00","397.0000","27.0083","896.9280","1.3905","47.6838"
"SJ002","2017-09-01","12:20:00","396.0000","26.8683","895.3082","0.6390","47.6713"
"SJ002","2017-09-01","12:30:00","396.0000","27.3942","897.7834","1.1187","47.5250"
"SJ002","2017-09-01","12:40:00","397.0000","28.0425","894.7815","1.3225","48.1817"
"SJ002","2017-09-01","12:50:00","407.0000","27.6458","894.1199","0.8630","46.7133"
"SJ002","2017-09-01","13:00:00","392.0000","28.7213","886.3674","0.6600","48.2517"
"SJ002","2017-09-01","13:10:00","387.0000","27.1904","878.0420","0.2358","49.4913"
"SJ002","2017-09-01","13:20:00","381.0000","26.9650","868.5330","0.3408","48.9312"
"SJ002","2017-09-01","13:30:00","390.0000","27.6137","855.2382","1.0622","47.8563"
"SJ002","2017-09-01","13:40:00","372.0000","27.9025","839.1836","1.0577","48.1708"
"SJ002","2017-09-01","13:50:00","366.0000","27.5279","822.2717","0.3150","47.9242"
"SJ002","2017-09-01","14:00:00","358.0000","27.1238","805.7067","0.3147","45.9808"
"SJ002","2017-09-01","14:10:00","362.0000","29.1371","786.9982","0.3165","47.3967"
"SJ002","2017-09-01","14:20:00","343.0000","28.7271","765.8889","0.4140","48.5921"
"SJ002","2017-09-01","14:30:00","336.0000","28.5950","746.2076","0.4500","47.0192"
"SJ002","2017-09-01","14:40:00","326.0000","27.7508","724.6408","0.0315","45.1854"
"SJ002","2017-09-01","14:50:00","318.0000","27.8821","700.5938","0.4538","44.0246"
"SJ002","2017-09-01","15:00:00","314.0000","28.2750","673.9926","0.0908","44.7121"
"SJ002","2017-09-01","15:10:00","293.0000","27.8567","642.7220","0.2475","43.4017"
"SJ002","2017-09-01","15:20:00","284.0000","27.9413","618.0586","0.2182","41.2987"
"SJ002","2017-09-01","15:30:00","272.0000","29.0733","590.3239","0.0880","42.2717"
"SJ002","2017-09-01","15:40:00","266.0000","28.0688","560.1639","0.4995","41.6117"
"SJ002","2017-09-01","15:50:00","242.0000","28.8146","526.4257","0.1395","40.8142"
"SJ002","2017-09-01","16:00:00","225.0000","28.4196","495.0531","0.3518","39.0975"
"SJ002","2017-09-01","16:10:00","208.0000","27.6412","460.7136","0.2288","38.7400"
"SJ002","2017-09-01","16:20:00","193.0000","28.1725","428.1599","0.2955","37.1650"
"SJ002","2017-09-01","16:30:00","179.0000","27.5546","392.6003","0.0660","35.9908"
"SJ002","2017-09-01","16:40:00","151.0000","26.9812","354.0576","0.1528","35.0404"
"SJ002","2017-09-01","16:50:00","133.0000","26.5467","315.9116","0.3998","33.4963"
"SJ002","2017-09-01","17:00:00","114.0000","26.1408","279.8393", ,"32.3362"
"SJ002","2017-09-01","17:10:00","99.0000","26.2712","247.2551", ,"31.1663"
"SJ002","2017-09-01","17:20:00","76.0000","25.3521","215.6393", ,"29.4129"
"SJ002","2017-09-01","17:30:00","53.0000","24.9788","182.8394", ,"27.6638"
"SJ002","2017-09-01","17:40:00","30.0000","24.1354","97.6907", ,"25.7946"
"SJ002","2017-09-01","17:50:00","18.0000","22.9529","37.7073", ,"23.0175"
"SJ002","2017-09-01","18:00:00","12.0000","22.3883","33.3279", ,"21.5904"
"SJ002","2017-09-01","18:10:00","10.0000","22.0308","28.4489", ,"20.7450"
"SJ002","2017-09-01","18:20:00","8.0000","21.9225","22.7311", ,"20.1042"
"SJ002","2017-09-01","18:30:00","4.0000","21.8804","17.0446", ,"19.5558"
"SJ002","2017-09-01","18:40:00","0.0000","21.4450","13.0208", ,"19.1713"
"SJ002","2017-09-01","18:50:00","0.0000","21.0775","5.2757", ,"18.9037"
"SJ002","2017-09-01","19:00:00","0.0000","20.8208","0.9585", ,"18.5254"
"SJ002","2017-09-01","19:10:00","0.0000","7.2200","0.0000", ,"6.3675"
"SJ002","2017-09-01","19:20:00","0.0000","0.0000","0.0000", ,"0.0000"
"SJ002","2017-09-01","19:30:00","0.0000","0.0000","0.0000", ,"0.0000"
"SJ002","2017-09-01","19:40:00","0.0000","0.0000","0.0000", ,"0.0000"
"SJ002","2017-09-01","19:50:00","0.0000","0.0000","0.0000", ,"0.0000"
"SJ002","2017-09-01","20:00:00","0.0000","0.0000", , ,"0.0000"
"SJ002","2017-09-01","20:10:00","0.0000","0.0000", , ,"0.0000"
"SJ002","2017-09-01","20:20:00","0.0000", , , , 
"SJ002","2017-09-01","20:30:00","0.0000", , , , 
"SJ002","2017-09-01","20:40:00","0.0000", , , , 
"SJ002","2017-09-01","20:50:00","0.0000", , , , 
"SJ002","2017-09-01","21:00:00","0.0000", , , , 
"SJ002","2017-09-02","05:00:00","0.0000", , , , 
"SJ002","2017-09-02","05:10:00","0.0000", , , , 
"SJ002","2017-09-02","05:20:00","0.0000", , , , 
"SJ002","2017-09-02","05:30:00","0.0000", , , , 
"SJ002","2017-09-02","05:40:00","0.0000","14.2650", , ,"12.3163"
"SJ002","2017-09-02","05:50:00","0.0000","14.3887", , ,"12.4242"
"SJ002","2017-09-02","06:00:00","0.0000","14.3767","7.1569", ,"12.5042"
"SJ002","2017-09-02","06:10:00","2.0000","14.4533","16.0173", ,"12.9288"
"SJ002","2017-09-02","06:20:00","12.0000","14.4292","32.0375", ,"13.2725"
"SJ002","2017-09-02","06:30:00","20.0000","14.4413","45.6800", ,"13.5025"
"SJ002","2017-09-02","06:40:00","25.0000","14.7296","57.2685", ,"13.7758"
"SJ002","2017-09-02","06:50:00","40.0000","15.0146","117.7819", ,"14.2450"
"SJ002","2017-09-02","07:00:00","46.0000","16.1025","141.7872", ,"15.6188"
"SJ002","2017-09-02","07:10:00","64.0000","16.3938","160.9405", ,"16.1608"
"SJ002","2017-09-02","07:20:00","83.0000","17.0275","211.4763", ,"17.9325"
"SJ002","2017-09-02","07:30:00","104.0000","17.5375","245.5357", ,"20.2042"
"SJ002","2017-09-02","07:40:00","74.0000","17.8188","169.3098", ,"20.7638"
"SJ002","2017-09-02","07:50:00","122.0000","18.4996","261.4140", ,"21.2387"
"SJ002","2017-09-02","08:00:00","179.0000","19.0421","363.3438", ,"23.9788"
"SJ002","2017-09-02","08:10:00","185.0000","20.1671","369.3257", ,"27.0817"
"SJ002","2017-09-02","08:20:00","198.0000","20.7875","408.0448", ,"28.9379"
"SJ002","2017-09-02","08:30:00","185.0000","21.0312","383.1413", ,"31.5708"
"SJ002","2017-09-02","08:40:00","195.0000","21.3025","377.5493", ,"31.0637"
"SJ002","2017-09-02","08:50:00","250.0000","21.7017","510.0186", ,"34.6487"
"SJ002","2017-09-02","09:00:00","258.0000","22.9967","417.8527", ,"38.0667"
"SJ002","2017-09-02","09:10:00","271.0000","24.0012","516.7656", ,"39.5800"
"SJ002","2017-09-02","09:20:00","293.0000","23.0600","483.6629", ,"38.7313"
"SJ002","2017-09-02","09:30:00","296.0000","22.9525","604.5729", ,"40.1350"
"SJ002","2017-09-02","09:40:00","307.0000","23.4358","646.5959", ,"40.3892"
"SJ002","2017-09-02","09:50:00","320.0000","23.1808","673.3278", ,"40.3687"
"SJ002","2017-09-02","10:00:00","330.0000","23.4650","698.8569", ,"40.8933"
"SJ002","2017-09-02","10:10:00","349.0000","23.8533","722.7366", ,"41.8100"
"SJ002","2017-09-02","10:20:00","342.0000","24.0550","739.9953", ,"42.6600"
"SJ002","2017-09-02","10:30:00","353.0000","24.2400","769.6568", ,"43.4221"
"SJ002","2017-09-02","10:40:00","362.0000","24.6133","789.6379", ,"45.7313"
"SJ002","2017-09-02","10:50:00","379.0000","24.4062","811.3263", ,"46.0225"
"SJ002","2017-09-02","11:00:00","371.0000","25.0900","829.3712", ,"44.7504"
"SJ002","2017-09-02","11:10:00","359.0000","25.7121","775.6116","1.1038","43.0800"
"SJ002","2017-09-02","11:20:00","382.0000","25.9983","850.7699","0.3600","46.5887"
"SJ002","2017-09-02","11:30:00","384.0000","27.6921","823.5969","0.9822","49.2504"
"SJ002","2017-09-02","11:40:00","384.0000","27.8233","864.4277","0.9170","50.1279"
"SJ002","2017-09-02","11:50:00","394.0000","27.4550","671.3794","0.3605","51.2837"
"SJ002","2017-09-02","12:00:00","398.0000","26.7087","850.3506","0.7545","49.3479"
"SJ002","2017-09-02","12:10:00","388.0000","26.5946","882.3023","0.6108","48.2062"
"SJ002","2017-09-02","12:20:00","414.0000","27.9371","902.5785","0.8278","48.1533"
"SJ002","2017-09-02","12:30:00","399.0000","27.4129","898.8095","0.8230","48.3221"
"SJ002","2017-09-02","12:40:00","397.0000","26.8575","901.2978","0.8602","46.5908"
"SJ002","2017-09-02","12:50:00","387.0000","27.4862","893.8287","1.0342","47.2958"
"SJ002","2017-09-02","13:00:00","327.0000","28.1187","717.6764","1.0288","47.2400"
"SJ002","2017-09-02","13:10:00","388.0000","27.0571","861.0483","0.7135","45.5317"
"SJ002","2017-09-02","13:20:00","334.0000","27.1500","740.4456","0.3950","44.9663"
"SJ002","2017-09-02","13:30:00","383.0000","27.8908","871.4295","0.2685","49.2529"
"SJ002","2017-09-02","13:40:00","329.0000","27.5733","717.4570","0.6420","46.7658"
"SJ002","2017-09-02","13:50:00","339.0000","24.5800","676.7136","0.2108","41.5763"
"SJ002","2017-09-02","14:00:00","352.0000","27.7525","793.4802","0.7535","45.5071"
"SJ002","2017-09-02","14:10:00","242.0000","28.8433","543.7295","0.1965","47.3333"
"SJ002","2017-09-02","14:20:00","306.0000","27.7862","682.0135","0.6960","44.1904"
"SJ002","2017-09-02","14:30:00","255.0000","28.6262","534.3097","0.0030","45.3062"
"SJ002","2017-09-02","14:40:00","228.0000","29.0162","502.7233","0.0000","43.4012"
"SJ002","2017-09-02","14:50:00","282.0000","27.4325","602.4268","0.0495","41.1408"
"SJ002","2017-09-02","15:00:00","238.0000","27.3058","528.8442","0.2280","42.9608"
"SJ002","2017-09-02","15:10:00","261.0000","27.5358","552.3325","0.1045","39.9950"
"SJ002","2017-09-02","15:20:00","275.0000","28.6304","600.5526","0.0000","42.7492"
"SJ002","2017-09-02","15:30:00","206.0000","28.0983","441.4770","0.1890","41.9254"
"SJ002","2017-09-02","15:40:00","171.0000","27.6108","353.5100","0.3805","36.9913"
"SJ002","2017-09-02","15:50:00","188.0000","27.2883","415.2800","0.4552","36.0087"
"SJ002","2017-09-02","16:00:00","125.0000","26.9587","257.5617","0.0285","35.6008"
"SJ002","2017-09-02","16:10:00","162.0000","25.6654","361.2131","0.1935","33.5829"
"SJ002","2017-09-02","16:20:00","182.0000","25.5833","387.4204","0.0195","33.1217"
"SJ002","2017-09-02","16:30:00","133.0000","25.8304","304.4868","0.0825","34.0346"
"SJ002","2017-09-02","16:40:00","154.0000","25.4658","334.7669", ,"32.1767"
"SJ002","2017-09-02","16:50:00","83.0000","24.7987","192.7806", ,"30.5012"
"SJ002","2017-09-02","17:00:00","62.0000","23.8246","141.3311", ,"27.1696"
"SJ002","2017-09-02","17:10:00","68.0000","23.5950","152.0492", ,"25.9771"
"SJ002","2017-09-02","17:20:00","92.0000","24.3612","226.0438", ,"26.8608"
"SJ002","2017-09-02","17:30:00","57.0000","24.1979","148.2286", ,"27.8429"
"SJ002","2017-09-02","17:40:00","43.0000","23.2629","105.8535", ,"25.0358"
"SJ002","2017-09-02","17:50:00","37.0000","22.7708","86.6249", ,"23.7188"
"SJ002","2017-09-02","18:00:00","29.0000","22.5325","68.4546", ,"23.0012"
"SJ002","2017-09-02","18:10:00","20.0000","22.3429","52.4949", ,"22.5729"
"SJ002","2017-09-02","18:20:00","17.0000","22.3067","44.6383", ,"22.2729"
"SJ002","2017-09-02","18:30:00","10.0000","22.2296","30.2926", ,"21.8837"
"SJ002","2017-09-02","18:40:00","4.0000","21.7733","14.3904", ,"21.2000"
"SJ002","2017-09-02","18:50:00","0.0000","21.5587","3.5436", ,"20.6258"
"SJ002","2017-09-02","19:00:00","0.0000","21.5596","1.5905", ,"20.2646"
"SJ002","2017-09-02","19:10:00","0.0000","11.9787","0.0000", ,"11.2483"
"SJ002","2017-09-02","19:20:00","0.0000","0.0000","0.0000", ,"0.0000"
"SJ002","2017-09-02","19:30:00","0.0000","0.0000","0.0000", ,"0.0000"
"SJ002","2017-09-02","19:40:00","0.0000","0.0000","0.0000", ,"0.0000"
"SJ002","2017-09-02","19:50:00","0.0000","0.0000","0.0000", ,"0.0000"
"SJ002","2017-09-02","20:00:00","0.0000","0.0000", , ,"0.0000"
"SJ002","2017-09-02","20:10:00","0.0000","0.0000", , ,"0.0000"
"SJ002","2017-09-02","20:20:00","0.0000", , , , 
"SJ002","2017-09-02","20:30:00","0.0000", , , , 
"SJ002","2017-09-02","20:40:00","0.0000", , , , 
"SJ002","2017-09-02","20:50:00","0.0000", , , , 
"SJ002","2017-09-02","21:00:00","0.0000", , , , 
"SJ002","2017-09-03","05:00:00","0.0000", , , , 
"SJ002","2017-09-03","05:10:00","0.0000", , , , 
"SJ002","2017-09-03","05:20:00","0.0000", , , , 
"SJ002","2017-09-03","05:30:00","0.0000","14.6250", , ,"12.6000"
"SJ002","2017-09-03","05:40:00","0.0000","14.5300", , ,"12.6188"
"SJ002","2017-09-03","05:50:00","0.0000","14.5979", , ,"12.5337"
"SJ002","2017-09-03","06:00:00","0.0000","14.5925","3.8991", ,"12.6550"
"SJ002","2017-09-03","06:10:00","0.0000","14.4996","10.3632", ,"12.9246"
"SJ002","2017-09-03","06:20:00","4.0000","14.5188","18.4748", ,"13.2208"
"SJ002","2017-09-03","06:30:00","10.0000","14.6346","26.5139", ,"13.1062"
"SJ002","2017-09-03","06:40:00","15.0000","14.6771","33.1277", ,"13.1750"
"SJ002","2017-09-03","06:50:00","23.0000","14.9038","88.1502","1.0665","13.4317"
"SJ002","2017-09-03","07:00:00","35.0000","15.7133","149.3738","0.8105","14.5192"
"SJ002","2017-09-03","07:10:00","53.0000","16.5754","178.6007","1.1135","15.6317"
"SJ002","2017-09-03","07:20:00","72.0000","17.2183","208.4777","0.3840","17.1504"
"SJ002","2017-09-03","07:30:00","97.0000","17.8513","237.4666","0.0918","18.9654"
"SJ002","2017-09-03","07:40:00","117.0000","18.3012","270.5439","0.0270","21.2512"
"SJ002","2017-09-03","07:50:00","143.0000","18.7300","307.3152","0.0000","23.2217"
"SJ002","2017-09-03","08:00:00","162.0000","19.4179","341.8352","0.1308","25.0596"
"SJ002","2017-09-03","08:10:00","187.0000","20.6942","375.6985","0.6812","26.5075"
"SJ002","2017-09-03","08:20:00","200.0000","21.2546","408.5774","0.6942","27.9208"
"SJ002","2017-09-03","08:30:00","215.0000","21.7208","438.7711","0.6030","29.8200"
"SJ002","2017-09-03","08:40:00","234.0000","22.3087","372.6539","0.1830","33.2846"
"SJ002","2017-09-03","08:50:00","246.0000","22.8996","505.6006","0.0990","36.6346"
"SJ002","2017-09-03","09:00:00","268.0000","23.2862","537.1234","0.0660","38.5696"
"SJ002","2017-09-03","09:10:00","272.0000","23.9654","568.0699","0.2600","40.0067"
"SJ002","2017-09-03","09:20:00","285.0000","24.4013","595.8355","0.1788","41.0371"
"SJ002","2017-09-03","09:30:00","297.0000","24.4096","624.8060","0.4732","41.8992"
"SJ002","2017-09-03","09:40:00","319.0000","23.6150","652.5279","0.9065","40.8904"
"SJ002","2017-09-03","09:50:00","322.0000","23.5967","679.7981","1.0562","40.7933"
"SJ002","2017-09-03","10:00:00","331.0000","23.7679","706.0087","1.4047","41.9679"
"SJ002","2017-09-03","10:10:00","339.0000","24.0958","731.8385","0.5385","43.1296"
"SJ002","2017-09-03","10:20:00","348.0000","24.9717","611.0526","0.5923","44.8404"
"SJ002","2017-09-03","10:30:00","364.0000","26.0300","779.5058","0.3215","47.8188"
"SJ002","2017-09-03","10:40:00","362.0000","27.8975","661.6325","0.4120","51.1096"
"SJ002","2017-09-03","10:50:00","365.0000","27.0579","766.1801","0.3602","50.8921"
"SJ002","2017-09-03","11:00:00","375.0000","27.0308","835.1420","0.8160","49.6400"
"SJ002","2017-09-03","11:10:00","391.0000","26.3771","851.1567","0.5715","48.0621"
"SJ002","2017-09-03","11:20:00","383.0000","27.1283","867.3723","0.6490","49.7217"
"SJ002","2017-09-03","11:30:00","385.0000","26.5600","876.0542","0.1417","50.9492"
"SJ002","2017-09-03","11:40:00","388.0000","25.5000","886.6844","0.2062","49.0112"
"SJ002","2017-09-03","11:50:00","390.0000","25.8379","895.6709","0.3815","48.0100"
"SJ002","2017-09-03","12:00:00","403.0000","26.6242","899.9861","0.3090","49.1233"
"SJ002","2017-09-03","12:10:00","392.0000","26.8663","903.5152","0.7675","50.2725"
"SJ002","2017-09-03","12:20:00","392.0000","27.7792","905.8917","0.4565","52.2683"
"SJ002","2017-09-03","12:30:00","393.0000","28.2512","906.7071","0.6102","51.7817"
"SJ002","2017-09-03","12:40:00","406.0000","27.9688","904.1937","0.6075","49.7175"
"SJ002","2017-09-03","12:50:00","394.0000","27.4246","899.9204","0.6032","47.3237"
"SJ002","2017-09-03","13:00:00","390.0000","27.6350","892.3738","1.5243","47.3762"
"SJ002","2017-09-03","13:10:00","386.0000","28.6025","884.8758","0.4005","50.2292"
"SJ002","2017-09-03","13:20:00","394.0000","28.5446","865.5663","0.2310","50.8608"
"SJ002","2017-09-03","13:30:00","377.0000","28.2671","861.5026","0.4105","49.8900"
"SJ002","2017-09-03","13:40:00","370.0000","30.0558","843.0077","0.5908","51.9879"
"SJ002","2017-09-03","13:50:00","363.0000","30.0933","829.2626","0.8445","53.5613"
"SJ002","2017-09-03","14:00:00","357.0000","29.8375","817.8551","0.1140","53.3879"
"SJ002","2017-09-03","14:10:00","362.0000","28.6562","793.7277","0.4245","49.9092"
"SJ002","2017-09-03","14:20:00","343.0000","28.4250","770.7360","0.1725","48.4246"
"SJ002","2017-09-03","14:30:00","332.0000","29.3192","753.6696","0.2898","50.4967"
"SJ002","2017-09-03","14:40:00","326.0000","28.6079","732.6582","0.1110","50.2383"
"SJ002","2017-09-03","14:50:00","325.0000","28.3717","709.1310","0.1575","49.0458"
"SJ002","2017-09-03","15:00:00","300.0000","28.8379","662.8814","0.6078","48.2287"
"SJ002","2017-09-03","15:10:00","290.0000","29.1546","644.2800","0.1980","47.3237"
"SJ002","2017-09-03","15:20:00","275.0000","28.5925","612.5424","0.4332","44.7537"
"SJ002","2017-09-03","15:30:00","273.0000","29.9892","589.1259","0.1890","45.3433"
"SJ002","2017-09-03","15:40:00","253.0000","29.0512","553.8902","0.0570","44.3371"
"SJ002","2017-09-03","15:50:00","232.0000","28.4392","517.5004","0.6172","40.9350"
"SJ002","2017-09-03","16:00:00","196.0000","27.5658","449.8091","0.2428","39.7958"
"SJ002","2017-09-03","16:10:00","185.0000","26.6400","393.4646","0.0000","35.9562"
"SJ002","2017-09-03","16:20:00","192.0000","26.1754","422.4417","0.0000","35.8367"
"SJ002","2017-09-03","16:30:00","137.0000","26.0117","306.2402","0.0000","33.8263"
"SJ002","2017-09-03","16:40:00","160.0000","26.0300","377.3838","0.0000","33.1871"
"SJ002","2017-09-03","16:50:00","111.0000","25.2196","261.2799","0.0000","30.8067"
"SJ002","2017-09-03","17:00:00","86.0000","24.9733","194.8325","0.0000","29.1737"
"SJ002","2017-09-03","17:10:00","79.0000","24.5971","184.9387","0.0000","27.5125"
"SJ002","2017-09-03","17:20:00","68.0000","23.9771","173.6696","0.0000","26.5129"
"SJ002","2017-09-03","17:30:00","53.0000","24.2117","145.1842","0.0000","25.9421"
"SJ002","2017-09-03","17:40:00","33.0000","23.2575","81.9465","0.0000","24.4842"
"SJ002","2017-09-03","17:50:00","28.0000","22.7079","64.9604","0.0000","22.8562"
"SJ002","2017-09-03","18:00:00","21.0000","21.3167","51.8101","0.0000","20.8792"
"SJ002","2017-09-03","18:10:00","17.0000","21.3263","44.5875","0.0000","20.3300"
"SJ002","2017-09-03","18:20:00","9.0000","22.0987","28.3183","0.0000","20.7517"
"SJ002","2017-09-03","18:30:00","4.0000","21.6121","15.2969","0.0000","19.9954"
"SJ002","2017-09-03","18:40:00","0.0000","21.2633","7.0312","0.0000","19.4700"
"SJ002","2017-09-03","18:50:00","0.0000","20.8700","1.4186","0.0000","18.9117"
"SJ002","2017-09-03","19:00:00","0.0000","19.4875","0.3442","0.0000","17.5525"
"SJ002","2017-09-03","19:10:00","0.0000","0.0000","0.0000","0.0000","0.0000"
"SJ002","2017-09-03","19:20:00","0.0000","0.0000","0.0000","0.0000","0.0000"
"SJ002","2017-09-03","19:30:00","0.0000","0.0000","0.0000","0.0000","0.0000"
"SJ002","2017-09-03","19:40:00","0.0000","0.0000","0.0000","0.0000","0.0000"
"SJ002","2017-09-03","19:50:00","0.0000","0.0000","0.0000","0.0000","0.0000"
"SJ002","2017-09-03","20:00:00","0.0000", , ,"0.0000", 
"SJ002","2017-09-03","20:10:00","0.0000", , ,"0.0000", 
"SJ002","2017-09-03","20:20:00","0.0000", , ,"0.0000", 
"SJ002","2017-09-03","20:30:00","0.0000", , ,"0.0000", 
"SJ002","2017-09-03","20:40:00","0.0000", , ,"0.0000", 
"SJ002","2017-09-03","20:50:00","0.0000", , ,"0.0698", 
"SJ002","2017-09-03","21:00:00","0.0000", , ,"0.2625", 
"SJ002","2017-09-04","05:00:00","0.0000", , , , 
"SJ002","2017-09-04","05:10:00","0.0000", , , , 
"SJ002","2017-09-04","05:20:00","0.0000", , , , 
"SJ002","2017-09-04","05:30:00","0.0000", , , , 
"SJ002","2017-09-04","05:40:00","0.0000","14.6479", , ,"13.3424"
"SJ002","2017-09-04","05:50:00","0.0000","14.6708", , ,"13.3571"
"SJ002","2017-09-04","06:00:00","0.0000","14.6067", , ,"13.4213"
"SJ002","2017-09-04","06:10:00","0.0000","14.6638","7.6814", ,"13.3625"
"SJ002","2017-09-04","06:20:00","6.0000","14.9571","20.7276", ,"13.7671"
"SJ002","2017-09-04","06:30:00","13.0000","15.1062","34.8433", ,"14.1254"
"SJ002","2017-09-04","06:40:00","20.0000","15.3100","48.5452","0.1020","14.3996"
"SJ002","2017-09-04","06:50:00","31.0000","15.3683","75.7493","0.1140","14.6250"
"SJ002","2017-09-04","07:00:00","43.0000","15.7079","97.1551","0.0570","15.1363"
"SJ002","2017-09-04","07:10:00","57.0000","16.2538","140.8978","0.1155","15.9900"
"SJ002","2017-09-04","07:20:00","69.0000","17.0075","164.1237","0.0775","17.5167"
"SJ002","2017-09-04","07:30:00","74.0000","17.2500","155.4057","0.0860","18.7071"
"SJ002","2017-09-04","07:40:00","95.0000","17.5583","210.1783","0.0000","20.1225"
"SJ002","2017-09-04","07:50:00","113.0000","18.6225","238.1478","0.0000","21.9979"
"SJ002","2017-09-04","08:00:00","164.0000","19.3263","315.7239","0.0000","24.0287"
"SJ002","2017-09-04","08:10:00","153.0000","19.8287","293.4063","0.3818","25.8304"
"SJ002","2017-09-04","08:20:00","158.0000","20.1317","306.7239","1.1050","25.0821"
"SJ002","2017-09-04","08:30:00","217.0000","20.5854","425.7583","0.9615","27.8637"
"SJ002","2017-09-04","08:40:00","214.0000","21.1167","361.3512","0.9240","30.8850"
"SJ002","2017-09-04","08:50:00","263.0000","22.0162","517.3873","0.5860","33.4679"
"SJ002","2017-09-04","09:00:00","272.0000","22.4608","570.0403","0.3488","36.1437"
"SJ002","2017-09-04","09:10:00","274.0000","22.4438","567.2400","0.6735","36.5763"
"SJ002","2017-09-04","09:20:00","268.0000","22.8062","576.1653","0.7900","35.7388"
"SJ002","2017-09-04","09:30:00","308.0000","23.2775","626.7335","1.1620","36.7054"
"SJ002","2017-09-04","09:40:00","308.0000","23.6571","647.4856","0.6502","39.1921"
"SJ002","2017-09-04","09:50:00","251.0000","23.6438","535.4075","1.1387","38.1992"
"SJ002","2017-09-04","10:00:00","297.0000","24.1204","627.1591","1.1790","38.2313"
