"SITE_NO","DATE","TIME","GEN_ENERGY","TEMPERATURE","SOLAR_IRRADIANCE","WIND_SPEED","MODULE_TEMPERATURE"
"SJ002","2018-01-06","10:40:00","278.0000","0.1200","526.3771","1.2038","8.6992"
"SJ002","2018-01-06","10:50:00","297.3600","0.7979","546.4317","0.7975","9.3179"
"SJ002","2018-01-06","11:00:00","297.3800","1.6213","563.3583","0.8565","11.2263"
"SJ002","2018-01-06","11:10:00","304.5000","1.9762","578.1396","1.3153","12.2438"
"SJ002","2018-01-06","11:20:00","311.1200","1.4138","591.8412","1.7065","10.6308"
"SJ002","2018-01-06","11:30:00","317.8800","1.1483","603.3485","2.4440","8.2333"
"SJ002","2018-01-06","11:40:00","322.6600","1.1825","611.1208","2.3900","7.8300"
"SJ002","2018-01-06","11:50:00","337.6000","1.4308","618.6227","2.1597","8.4537"
"SJ002","2018-01-06","12:00:00","329.6000","1.3150","623.8125","3.0213","7.6863"
"SJ002","2018-01-06","12:10:00","332.7600","1.6279","632.2744","2.2563","8.2179"
"SJ002","2018-01-06","12:20:00","332.6900","2.0063","633.1420","2.5438","9.2150"
"SJ002","2018-01-06","12:30:00","331.8100","2.7283","633.8032","1.7195","11.3904"
"SJ002","2018-01-06","12:40:00","338.4400","3.3404","632.9652","1.4050","12.3938"
"SJ002","2018-01-06","12:50:00","331.0600","2.5950","631.9207","2.2717","10.8254"
"SJ002","2018-01-06","13:00:00","325.0000","2.5792","626.0177","3.2715","10.4208"
"SJ002","2018-01-06","13:10:00","321.6400","2.7692","617.5766","1.8428","10.1896"
"SJ002","2018-01-06","13:20:00","318.3600","2.6758","611.1815","2.0520","11.4508"
"SJ002","2018-01-06","13:30:00","312.2400","2.2754","599.2046","2.7182","9.6817"
"SJ002","2018-01-06","13:40:00","316.0000","2.4546","588.6489","1.9532","10.7404"
"SJ002","2018-01-06","13:50:00","295.9000","2.8550","575.2365","0.8610","12.9142"
"SJ002","2018-01-06","14:00:00","286.9000","2.9025","558.0469","0.8482","12.9488"
"SJ002","2018-01-06","14:10:00","278.4000","2.8908","540.4622","0.6542","11.6783"
"SJ002","2018-01-06","14:20:00","266.7500","3.1317","520.5732","0.8990","12.6546"
"SJ002","2018-01-06","14:30:00","263.1500","3.1488","498.5551","0.8150","12.2804"
"SJ002","2018-01-06","14:40:00","241.8500","3.1208","474.7495","0.8880","10.4808"
"SJ002","2018-01-06","14:50:00","226.2500","3.1871","448.6273","1.1315","10.5417"
"SJ002","2018-01-06","15:00:00","205.3000","3.1900","419.2556","1.9715","9.4967"
"SJ002","2018-01-06","15:10:00","186.7600","3.1071","389.8631","1.5090","9.2775"
"SJ002","2018-01-06","15:20:00","168.4400","3.2567","358.7306","0.2698","9.7229"
"SJ002","2018-01-06","15:30:00","143.0000","3.2375","326.9880","0.4395","9.2258"
"SJ002","2018-01-06","15:40:00","124.7000","2.9046","266.7306","0.2115","7.9612"
"SJ002","2018-01-06","15:50:00","106.7400","3.1446","206.8569","0.0000","7.5800"
"SJ002","2018-01-06","16:00:00","83.4600","2.6075","50.8164","0.1455","3.5096"
"SJ002","2018-01-06","16:10:00","45.4000","2.3779","39.3593","0.0000","1.4538"
"SJ002","2018-01-06","16:20:00","21.7000","1.5529","33.9603","0.0495","0.2396"
"SJ002","2018-01-06","16:30:00","15.8000","1.1200","29.6850","0.0000","0.0000"
"SJ002","2018-01-06","16:40:00","12.1000","0.7921","24.9186","0.0000","0.0000"
"SJ002","2018-01-06","16:50:00","9.1600","0.7412","19.2938","0.0000","0.0000"
"SJ002","2018-01-06","17:00:00","6.8800","0.0400","13.8926","0.0000","0.0000"
"SJ002","2018-01-06","17:10:00","3.9600", ,"7.6992","0.0000","0.0000"
"SJ002","2018-01-06","17:20:00","0.0000", ,"2.4364","0.0000", 
"SJ002","2018-01-06","17:30:00","0.0000", ,"0.0000","0.0000", 
"SJ002","2018-01-06","17:40:00","0.0000", ,"0.0000","0.0000", 
"SJ002","2018-01-06","17:50:00","0.0000", ,"0.0000","0.0000", 
"SJ002","2018-01-06","18:00:00","0.0000", ,"0.0000","0.0000", 
"SJ002","2018-01-06","18:10:00","0.0000", ,"0.0000","0.0000", 
"SJ002","2018-01-06","18:20:00","0.0000", , ,"0.0000", 
"SJ002","2018-01-06","18:30:00","0.0000", , ,"0.0000", 
"SJ002","2018-01-06","18:40:00","0.0000", , ,"0.0000", 
"SJ002","2018-01-06","18:50:00","0.0000", , ,"0.0000", 
"SJ002","2018-01-06","19:00:00","0.0000", , ,"0.0000", 
"SJ002","2018-01-06","19:10:00","0.0000", , ,"0.0000", 
"SJ002","2018-01-06","19:20:00","0.0000", , ,"0.0000", 
"SJ002","2018-01-06","19:30:00","0.0000", , ,"0.0000", 
"SJ002","2018-01-06","19:40:00","0.0000", , ,"0.0000", 
"SJ002","2018-01-06","19:50:00","0.0000", , ,"0.2885", 
"SJ002","2018-01-06","20:00:00","0.0000", , ,"0.0000", 
"SJ002","2018-01-06","20:10:00","0.0000", , ,"0.0000", 
"SJ002","2018-01-06","20:20:00","0.0000", , ,"0.0000", 
"SJ002","2018-01-06","20:30:00","0.0000", , ,"0.0000", 
"SJ002","2018-01-06","20:40:00","0.0000", , ,"0.0000", 
"SJ002","2018-01-06","20:50:00","0.0000", , ,"0.0000", 
"SJ002","2018-01-06","21:00:00","0.0000", , , , 
"SJ002","2018-01-07","05:00:00","0.0000", , ,"0.0000", 
"SJ002","2018-01-07","05:10:00","0.0000", , ,"0.0000", 
"SJ002","2018-01-07","05:20:00","0.0000", , ,"0.0000", 
"SJ002","2018-01-07","05:30:00","0.0000", , ,"0.0000", 
"SJ002","2018-01-07","05:40:00","0.0000", , ,"0.0000", 
"SJ002","2018-01-07","05:50:00","0.0000", , ,"0.0000", 
"SJ002","2018-01-07","06:00:00","0.0000", , ,"0.0000", 
"SJ002","2018-01-07","06:10:00","0.0000", , ,"0.0000", 
"SJ002","2018-01-07","06:20:00","0.0000", , ,"0.0000", 
"SJ002","2018-01-07","06:30:00","0.0000", , ,"0.0000", 
"SJ002","2018-01-07","06:40:00","0.0000", , ,"0.0000", 
"SJ002","2018-01-07","06:50:00","0.0000", , ,"0.0000", 
"SJ002","2018-01-07","07:00:00","0.0000", , ,"0.0000", 
"SJ002","2018-01-07","07:10:00","0.0000", , ,"0.0000", 
"SJ002","2018-01-07","07:20:00","0.0000", , ,"0.0000", 
"SJ002","2018-01-07","07:30:00","0.0000", , ,"0.0000", 
"SJ002","2018-01-07","07:40:00","0.0000", , ,"0.0000", 
"SJ002","2018-01-07","07:50:00","0.0000", , ,"0.0000", 
"SJ002","2018-01-07","08:00:00","8.0000", ,"9.5142","0.0000", 
"SJ002","2018-01-07","08:10:00","12.9000", ,"21.4333","0.0000", 
"SJ002","2018-01-07","08:20:00","16.0000", ,"28.3723","0.0000", 
"SJ002","2018-01-07","08:30:00","19.4000", ,"44.4844","0.0000", 
"SJ002","2018-01-07","08:40:00","26.2000", ,"140.3897","0.0825", 
"SJ002","2018-01-07","08:50:00","30.1000", ,"113.1514","0.0315", 
"SJ002","2018-01-07","09:00:00","63.2000", ,"179.7309","0.0315", 
"SJ002","2018-01-07","09:10:00","105.1000", ,"219.3465","0.0000", 
"SJ002","2018-01-07","09:20:00","92.7000", ,"186.8496","0.0000", 
"SJ002","2018-01-07","09:30:00","83.4000", ,"145.3089","0.0000", 
"SJ002","2018-01-07","09:40:00","92.8000", ,"161.5724","0.4252", 
"SJ002","2018-01-07","09:50:00","73.5000", ,"132.0360","0.1890", 
"SJ002","2018-01-07","10:00:00","92.8000", ,"158.3613","0.4335", 
"SJ002","2018-01-07","10:10:00","108.1400", ,"191.2560","0.0000", 
"SJ002","2018-01-07","10:20:00","107.5000", ,"193.4438","0.0000", 
"SJ002","2018-01-07","10:30:00","114.8600", ,"213.9553","0.0000", 
"SJ002","2018-01-07","10:40:00","94.0000", ,"177.4442","0.0000","1.5796"
"SJ002","2018-01-07","10:50:00","104.1400", ,"187.3926","0.0690","1.3458"
"SJ002","2018-01-07","11:00:00","112.4600", ,"209.5443","0.3320","2.7912"
"SJ002","2018-01-07","11:10:00","103.6600", ,"195.6560","0.1642","3.8737"
"SJ002","2018-01-07","11:20:00","94.2400", ,"178.6849","0.0000","3.9521"
"SJ002","2018-01-07","11:30:00","92.7000", ,"174.6216","0.0000","3.0754"
"SJ002","2018-01-07","11:40:00","95.6000", ,"180.0708","0.0000","4.1233"
"SJ002","2018-01-07","11:50:00","132.9600", ,"235.9806","0.1215","4.9196"
"SJ002","2018-01-07","12:00:00","129.8800", ,"249.6625","0.2958","6.6467"
"SJ002","2018-01-07","12:10:00","82.1600","0.0000","159.1756","0.6355","4.1479"
"SJ002","2018-01-07","12:20:00","87.2000","0.0000","163.8434","0.5542","2.5863"
"SJ002","2018-01-07","12:30:00","98.1000","0.0000","182.4964","0.9265","3.2771"
"SJ002","2018-01-07","12:40:00","113.0400","0.0000","207.0283","0.0840","3.9458"
"SJ002","2018-01-07","12:50:00","84.6600","0.0900","159.1017","0.2085","3.7200"
"SJ002","2018-01-07","13:00:00","80.7000","0.3633","156.1673","0.0000","4.7854"
"SJ002","2018-01-07","13:10:00","56.4000","0.3921","108.5792","0.2190","4.1729"
"SJ002","2018-01-07","13:20:00","59.1000","0.3071","113.3775","0.0000","3.5725"
"SJ002","2018-01-07","13:30:00","62.1400","0.2512","115.7129","0.4842","3.3033"
"SJ002","2018-01-07","13:40:00","51.6200","0.6950","99.4363","0.3760","3.2425"
"SJ002","2018-01-07","13:50:00","86.3400","0.5917","160.3200","0.0000","4.0021"
"SJ002","2018-01-07","14:00:00","108.0400","1.3971","203.1258","0.0615","5.9479"
"SJ002","2018-01-07","14:10:00","140.8100","1.4733","274.2898","0.0000","8.9946"
"SJ002","2018-01-07","14:20:00","90.8100","1.3800","168.6767","0.0765","7.9992"
"SJ002","2018-01-07","14:30:00","79.2400","1.7942","154.7059","1.0865","6.6025"
"SJ002","2018-01-07","14:40:00","87.9500","2.1696","170.4549","1.1485","6.4554"
"SJ002","2018-01-07","14:50:00","142.3500","1.6912","264.0924","0.6905","7.0354"
"SJ002","2018-01-07","15:00:00","94.4600","1.5404","186.6110","0.3870","7.7758"
"SJ002","2018-01-07","15:10:00","63.8800","1.2425","123.9120","0.1680","5.1537"
"SJ002","2018-01-07","15:20:00","59.8100","1.1712","112.4737","0.0938","4.0325"
"SJ002","2018-01-07","15:30:00","53.3500","1.3283","105.1327","0.1140","4.0275"
"SJ002","2018-01-07","15:40:00","42.6500","1.6275","84.4642","0.6762","3.9775"
"SJ002","2018-01-07","15:50:00","33.9500","1.5404","68.7786","0.0968","3.6713"
"SJ002","2018-01-07","16:00:00","29.5500","1.3425","59.8381","0.9318","2.9013"
"SJ002","2018-01-07","16:10:00","28.0000","1.3675","57.1383","0.6992","2.4483"
"SJ002","2018-01-07","16:20:00","25.3500","1.2463","50.8027","0.1475","2.2750"
"SJ002","2018-01-07","16:30:00","18.8000","1.0396","41.5999","0.0000","2.1017"
"SJ002","2018-01-07","16:40:00","10.4000","0.8429","23.4352","0.0000","1.5450"
"SJ002","2018-01-07","16:50:00","4.6000","0.6442","7.8573","0.0000","0.8125"
"SJ002","2018-01-07","17:00:00","0.0000","0.3912","3.1599","0.0000","0.1625"
"SJ002","2018-01-07","17:10:00","0.0000","0.1838","0.4297","0.0000","0.0000"
"SJ002","2018-01-07","17:20:00","0.0000","0.0112","0.0000","0.0000","0.0000"
"SJ002","2018-01-07","17:30:00","0.0000", ,"0.0000","0.0000","0.0000"
"SJ002","2018-01-07","17:40:00","0.0000", ,"0.0000","0.0000","0.0000"
"SJ002","2018-01-07","17:50:00","0.0000", ,"0.0000","0.0000","0.0000"
"SJ002","2018-01-07","18:00:00","0.0000", ,"0.0000","0.0000", 
"SJ002","2018-01-07","18:10:00","0.0000", , ,"0.0000", 
"SJ002","2018-01-07","18:20:00","0.0000", , ,"0.0000", 
"SJ002","2018-01-07","18:30:00","0.0000", , ,"0.0000", 
"SJ002","2018-01-07","18:40:00","0.0000", , ,"0.0000", 
"SJ002","2018-01-07","18:50:00","0.0000", , ,"0.0000", 
"SJ002","2018-01-07","19:00:00","0.0000", , ,"0.0000", 
"SJ002","2018-01-07","19:10:00","0.0000", , ,"0.0000", 
"SJ002","2018-01-07","19:20:00","0.0000", , ,"0.0000", 
"SJ002","2018-01-07","19:30:00","0.0000", , ,"0.0000", 
"SJ002","2018-01-07","19:40:00","0.0000", , ,"0.0000", 
"SJ002","2018-01-07","19:50:00","0.0000", , ,"0.0000", 
"SJ002","2018-01-07","20:00:00","0.0000", , ,"0.0000", 
"SJ002","2018-01-07","20:10:00","0.0000", , ,"0.0000", 
"SJ002","2018-01-07","20:20:00","0.0000", , ,"0.0000", 
"SJ002","2018-01-07","20:30:00","0.0000", , ,"0.0000", 
"SJ002","2018-01-07","20:40:00","0.0000", , ,"0.0000", 
"SJ002","2018-01-07","20:50:00","0.0000", , ,"0.0000", 
"SJ002","2018-01-07","21:00:00","0.0000", , , , 
"SJ002","2018-01-08","05:00:00","0.0000", , , , 
"SJ002","2018-01-08","05:10:00","0.0000", , ,"0.1706", 
"SJ002","2018-01-08","05:20:00","0.0000", , ,"0.0000", 
"SJ002","2018-01-08","05:30:00","0.0000", , ,"0.0000", 
"SJ002","2018-01-08","05:40:00","0.0000", , ,"0.0000", 
"SJ002","2018-01-08","05:50:00","0.0000", , ,"0.0000", 
"SJ002","2018-01-08","06:00:00","0.0000", , ,"0.0000", 
"SJ002","2018-01-08","06:10:00","0.0000", , ,"0.0000", 
"SJ002","2018-01-08","06:20:00","0.0000", , ,"0.0000", 
"SJ002","2018-01-08","06:30:00","0.0000", , ,"0.0000", 
"SJ002","2018-01-08","06:40:00","0.0000", , ,"0.0000", 
"SJ002","2018-01-08","06:50:00","0.0000", , ,"0.0000", 
"SJ002","2018-01-08","07:00:00","0.0000", , ,"0.0000", 
"SJ002","2018-01-08","07:10:00","0.0000", , ,"0.0000", 
"SJ002","2018-01-08","07:20:00","0.0000", , ,"0.0000", 
"SJ002","2018-01-08","07:30:00","0.0000", , ,"0.0000", 
"SJ002","2018-01-08","07:40:00","0.0000", , ,"0.0000", 
"SJ002","2018-01-08","07:50:00","0.0000", , ,"0.0000", 
"SJ002","2018-01-08","08:00:00","0.0000", , ,"0.0000", 
"SJ002","2018-01-08","08:10:00","0.0000", ,"1.7271","0.0000", 
"SJ002","2018-01-08","08:20:00","0.0000", ,"6.6748","0.0000", 
"SJ002","2018-01-08","08:30:00","0.0000", ,"10.2421","0.0000", 
"SJ002","2018-01-08","08:40:00","0.0000", ,"17.6930","0.0000", 
"SJ002","2018-01-08","08:50:00","5.4000", ,"26.9318","0.0000", 
"SJ002","2018-01-08","09:00:00","4.9600", ,"24.2815","0.0000", 
"SJ002","2018-01-08","09:10:00","0.0000", ,"17.6289","0.0000", 
"SJ002","2018-01-08","09:20:00","4.8000", ,"32.8905","0.0000", 
"SJ002","2018-01-08","09:30:00","6.2000", ,"46.2808","0.0000", 
"SJ002","2018-01-08","09:40:00","4.6500", ,"29.2069","0.0000", 
"SJ002","2018-01-08","09:50:00","0.0000", ,"25.9049","0.0000", 
"SJ002","2018-01-08","10:00:00","6.9000", ,"55.8043","0.0000", 
"SJ002","2018-01-08","10:10:00","7.6600", ,"65.0995","0.0000", 
"SJ002","2018-01-08","10:20:00","11.0000", ,"97.4504","0.0000", 
"SJ002","2018-01-08","10:30:00","9.8800","0.0588","91.3578","0.0000", 
"SJ002","2018-01-08","10:40:00","15.2600","0.4917","146.4392","0.0000", 
"SJ002","2018-01-08","10:50:00","19.3000","1.2400","199.4624","0.0000", 
"SJ002","2018-01-08","11:00:00","14.1000","1.7779","166.1328","0.0300", 
"SJ002","2018-01-08","11:10:00","15.8400","1.8962","151.8379","0.0915", 
"SJ002","2018-01-08","11:20:00","11.6600","1.8108","129.7998","0.0000", 
"SJ002","2018-01-08","11:30:00","11.8000","1.2988","114.2642","0.0000", 
"SJ002","2018-01-08","11:40:00","13.3000","1.0479","120.5561","0.1125", 
"SJ002","2018-01-08","11:50:00","15.0000","1.0204","126.4570","0.0315", 
"SJ002","2018-01-08","12:00:00","22.7400","1.7792","156.4987","0.2700", 
"SJ002","2018-01-08","12:10:00","33.0000","2.3875","199.4078","0.2115", 
"SJ002","2018-01-08","12:20:00","56.1200","3.2513","251.9983","0.0000","0.2779"
"SJ002","2018-01-08","12:30:00","92.1400","4.5000","345.5121","0.2902","0.7988"
"SJ002","2018-01-08","12:40:00","137.8000","5.2479","380.2295","0.5520","2.2179"
"SJ002","2018-01-08","12:50:00","106.2000","4.9737","234.5226","0.5342","8.1979"
"SJ002","2018-01-08","13:00:00","85.6000","4.3867","169.6377","1.1185","9.9950"
"SJ002","2018-01-08","13:10:00","85.9500","4.4188","163.3658","0.5942","9.7625"
"SJ002","2018-01-08","13:20:00","85.0000","3.8225","161.4851","0.5538","9.1571"
"SJ002","2018-01-08","13:30:00","84.3500","3.5767","156.6421","0.4168","7.8421"
"SJ002","2018-01-08","13:40:00","116.9000","2.9029","222.2571","1.6600","6.2462"
"SJ002","2018-01-08","13:50:00","110.9000","3.1300","203.5958","1.3565","6.0963"
"SJ002","2018-01-08","14:00:00","95.4000","3.7658","185.2626","0.6928","7.6117"
"SJ002","2018-01-08","14:10:00","64.4500","3.6779","123.8730","1.0788","6.4025"
"SJ002","2018-01-08","14:20:00","72.4500","3.5142","134.9210","1.4338","5.4108"
"SJ002","2018-01-08","14:30:00","62.8600","3.1621","121.5331","1.7897","4.9988"
"SJ002","2018-01-08","14:40:00","44.5000","2.9346","88.8671","1.3155","4.4188"
"SJ002","2018-01-08","14:50:00","36.1400","2.6338","71.7592","1.4810","3.5738"
"SJ002","2018-01-08","15:00:00","34.5500","2.5375","68.4402","1.5088","3.3150"
"SJ002","2018-01-08","15:10:00","33.1500","2.5442","63.9726","1.3193","3.2738"
"SJ002","2018-01-08","15:20:00","23.1000","2.5663","48.3643","1.1342","3.2375"
"SJ002","2018-01-08","15:30:00","20.5600","2.6150","43.0676","1.0422","3.0275"
"SJ002","2018-01-08","15:40:00","18.0400","2.6375","37.8422","0.7272","3.0013"
"SJ002","2018-01-08","15:50:00","15.9600","2.7008","34.4523","0.7982","2.9762"
"SJ002","2018-01-08","16:00:00","13.7400","2.6517","30.4701","0.8172","2.9258"
"SJ002","2018-01-08","16:10:00","11.9000","2.5387","27.0184","0.9430","2.7225"
"SJ002","2018-01-08","16:20:00","10.0000","2.4712","22.6188","0.7178","2.5550"
"SJ002","2018-01-08","16:30:00","6.9000","2.3912","12.6355","1.3662","2.3508"
"SJ002","2018-01-08","16:40:00","9.8400","2.3483","20.7985","0.8042","2.2500"
"SJ002","2018-01-08","16:50:00","6.1600","2.2529","11.2338","1.1018","2.1688"
"SJ002","2018-01-08","17:00:00","3.9000","2.2492","6.2563","1.0777","2.0587"
"SJ002","2018-01-08","17:10:00","0.0000","2.3225","3.2832","0.9245","2.0096"
"SJ002","2018-01-08","17:20:00","0.0000","2.2563","0.5099","0.5382","1.7950"
"SJ002","2018-01-08","17:30:00","0.0000","1.9583","0.0000","0.2190","1.3662"
"SJ002","2018-01-08","17:40:00","0.0000","1.2525","0.0000","0.5895","0.7450"
"SJ002","2018-01-08","17:50:00","0.0000","0.0000","0.0000","0.4252","0.0000"
"SJ002","2018-01-08","18:00:00","0.0000","0.0000","0.0000","0.0000","0.0000"
"SJ002","2018-01-08","18:10:00","0.0000","0.0000","0.0000","0.0000","0.0000"
"SJ002","2018-01-08","18:20:00","0.0000","0.0000", ,"0.0000","0.0000"
"SJ002","2018-01-08","18:30:00","0.0000", , ,"0.0000","0.0000"
"SJ002","2018-01-08","18:40:00","0.0000", , ,"0.0000", 
"SJ002","2018-01-08","18:50:00","0.0000", , ,"0.0000", 
"SJ002","2018-01-08","19:00:00","0.0000", , ,"0.0000", 
"SJ002","2018-01-08","19:10:00","0.0000", , ,"0.0000", 
"SJ002","2018-01-08","19:20:00","0.0000", , ,"0.0000", 
"SJ002","2018-01-08","19:30:00","0.0000", , ,"0.0000", 
"SJ002","2018-01-08","19:40:00","0.0000", , ,"0.0000", 
"SJ002","2018-01-08","19:50:00","0.0000", , ,"0.0000", 
"SJ002","2018-01-08","20:00:00","0.0000", , ,"0.0000", 
"SJ002","2018-01-08","20:10:00","0.0000", , ,"0.0000", 
"SJ002","2018-01-08","20:20:00","0.0000", , ,"0.0000", 
"SJ002","2018-01-08","20:30:00","0.0000", , ,"0.0000", 
"SJ002","2018-01-08","20:40:00","0.0000", , ,"0.0000", 
"SJ002","2018-01-08","20:50:00","0.0000", , ,"0.3068", 
"SJ002","2018-01-08","21:00:00","0.0000", , ,"0.8650", 
"SJ002","2018-01-09","05:00:00","0.0000", , ,"1.2860", 
"SJ002","2018-01-09","05:10:00","0.0000", , ,"2.2490", 
"SJ002","2018-01-09","05:20:00","0.0000", , ,"1.7875", 
"SJ002","2018-01-09","05:30:00","0.0000", , ,"1.5498", 
"SJ002","2018-01-09","05:40:00","0.0000", , ,"1.0283", 
"SJ002","2018-01-09","05:50:00","0.0000", , ,"1.9160", 
"SJ002","2018-01-09","06:00:00","0.0000", , ,"2.4657", 
"SJ002","2018-01-09","06:10:00","0.0000", , ,"1.9658", 
"SJ002","2018-01-09","06:20:00","0.0000", , ,"1.5902", 
"SJ002","2018-01-09","06:30:00","0.0000", , ,"1.1665", 
"SJ002","2018-01-09","06:40:00","0.0000", , ,"1.9765", 
"SJ002","2018-01-09","06:50:00","0.0000", , ,"1.5332", 
"SJ002","2018-01-09","07:00:00","0.0000", , ,"1.6838", 
"SJ002","2018-01-09","07:10:00","0.0000", , ,"1.4830", 
"SJ002","2018-01-09","07:20:00","0.0000", , ,"1.3270", 
"SJ002","2018-01-09","07:30:00","0.0000", , ,"1.6985", 
"SJ002","2018-01-09","07:40:00","0.0000", , ,"1.1402", 
"SJ002","2018-01-09","07:50:00","0.0000", ,"10.5013","0.8335", 
"SJ002","2018-01-09","08:00:00","0.0000", ,"21.1061","1.4218", 
"SJ002","2018-01-09","08:10:00","0.0000", ,"41.2010","1.7805", 
"SJ002","2018-01-09","08:20:00","0.0000", ,"29.8271","2.4882", 
"SJ002","2018-01-09","08:30:00","6.5600", ,"63.6383","1.2617", 
"SJ002","2018-01-09","08:40:00","7.5000", ,"84.3137","1.2840", 
"SJ002","2018-01-09","08:50:00","8.0400", ,"100.1110","1.2340", 
"SJ002","2018-01-09","09:00:00","8.3000", ,"104.4184","1.4175", 
"SJ002","2018-01-09","09:10:00","11.8500", ,"171.3617","1.7512", 
"SJ002","2018-01-09","09:20:00","15.9500", ,"217.3974","1.8170", 
"SJ002","2018-01-09","09:30:00","16.8000", ,"222.5643","1.5397", 
"SJ002","2018-01-09","09:40:00","13.4000", ,"174.8074","1.8102", 
"SJ002","2018-01-09","09:50:00","18.0000", ,"226.8941","1.8295", 
"SJ002","2018-01-09","10:00:00","18.1600", ,"228.5932","1.4725", 
"SJ002","2018-01-09","10:10:00","28.6900", ,"334.0113","1.5600", 
"SJ002","2018-01-09","10:20:00","29.0500", ,"330.2410","1.2010","0.4088"
"SJ002","2018-01-09","10:30:00","33.1400", ,"362.6311","1.3840","1.8438"
"SJ002","2018-01-09","10:40:00","39.8600", ,"414.5759","1.8168","2.6037"
"SJ002","2018-01-09","10:50:00","41.9500", ,"394.1200","2.4158","2.8417"
"SJ002","2018-01-09","11:00:00","50.7500", ,"400.8345","1.9180","2.8858"
"SJ002","2018-01-09","11:10:00","63.2500", ,"430.6255","1.9668","2.8708"
"SJ002","2018-01-09","11:20:00","41.7500", ,"264.1821","1.4740","0.6088"
"SJ002","2018-01-09","11:30:00","70.7000", ,"397.2664","1.7292","1.5771"
"SJ002","2018-01-09","11:40:00","97.2400", ,"479.8010","2.1418","2.5258"
"SJ002","2018-01-09","11:50:00","149.0000", ,"541.3005","1.9728","4.1863"
"SJ002","2018-01-09","12:00:00","190.8100", ,"540.6419","2.1757","3.4296"
"SJ002","2018-01-09","12:10:00","252.1900", ,"531.3053","1.9780","3.5238"
"SJ002","2018-01-09","12:20:00","308.8600", ,"601.1416","2.0635","6.2479"
"SJ002","2018-01-09","12:30:00","289.2600", ,"549.7221","2.0747","6.0038"
"SJ002","2018-01-09","12:40:00","243.2400", ,"459.3643","1.9550","4.3079"
"SJ002","2018-01-09","12:50:00","324.8000", ,"629.1385","2.1532","6.4588"
"SJ002","2018-01-09","13:00:00","295.1000", ,"562.4368","2.4350","5.8262"
"SJ002","2018-01-09","13:10:00","261.5500", ,"506.2981","2.5640","5.4804"
"SJ002","2018-01-09","13:20:00","176.6500", ,"346.9239","1.7790","2.1812"
"SJ002","2018-01-09","13:30:00","182.1000", ,"343.7569","1.7300","2.6738"
"SJ002","2018-01-09","13:40:00","217.2000", ,"419.5891","1.9278","4.0642"
"SJ002","2018-01-09","13:50:00","235.7400", ,"448.3976","1.9892","4.0792"
"SJ002","2018-01-09","14:00:00","232.3100", ,"460.6572","1.7955","5.4413"
"SJ002","2018-01-09","14:10:00","217.0000", ,"412.3295","2.0808","5.2038"
"SJ002","2018-01-09","14:20:00","182.3500", ,"361.8696","2.1005","4.4950"
"SJ002","2018-01-09","14:30:00","132.4600", ,"307.0735","1.2075","3.0137"
"SJ002","2018-01-09","14:40:00","130.3800", ,"237.9089","1.2148","1.8279"
"SJ002","2018-01-09","14:50:00","102.2600", ,"191.9685","1.0508","1.0354"
"SJ002","2018-01-09","15:00:00","60.0500", ,"111.7947","1.3420","0.0312"
"SJ002","2018-01-09","15:10:00","62.1900", ,"116.1818","1.4837","0.0000"
"SJ002","2018-01-09","15:20:00","65.9600", ,"124.2285","0.8275","0.0000"
"SJ002","2018-01-09","15:30:00","62.3000", ,"116.3785","1.3298","0.0000"
"SJ002","2018-01-09","15:40:00","57.3000", ,"112.2352","1.4805","0.0000"
"SJ002","2018-01-09","15:50:00","57.1000", ,"110.8369","1.3198", 
"SJ002","2018-01-09","16:00:00","39.2000", ,"67.8992","1.6398", 
"SJ002","2018-01-09","16:10:00","25.4500", ,"50.8282","2.6842", 
"SJ002","2018-01-09","16:20:00","16.8100", ,"32.6478","1.1510", 
"SJ002","2018-01-09","16:30:00","15.5400", ,"30.1096","1.3975", 
"SJ002","2018-01-09","16:40:00","15.6500", ,"31.6278","1.3245", 
"SJ002","2018-01-09","16:50:00","10.9500", ,"22.8760","1.7002", 
"SJ002","2018-01-09","17:00:00","7.5000", ,"13.8940","1.6013", 
"SJ002","2018-01-09","17:10:00","4.1000", ,"5.2178","1.7405", 
"SJ002","2018-01-09","17:20:00","0.0000", ,"1.2642","1.6007", 
"SJ002","2018-01-09","17:30:00","0.0000", ,"0.0000","1.9890", 
"SJ002","2018-01-09","17:40:00","0.0000", ,"0.0000","1.5488", 
"SJ002","2018-01-09","17:50:00","0.0000", ,"0.0000","0.8760", 
"SJ002","2018-01-09","18:00:00","0.0000", ,"0.0000","0.9448", 
"SJ002","2018-01-09","18:10:00","0.0000", ,"0.0000","0.7857", 
"SJ002","2018-01-09","18:20:00","0.0000", , ,"0.4028", 
"SJ002","2018-01-09","18:30:00","0.0000", , ,"0.7470", 
"SJ002","2018-01-09","18:40:00","0.0000", , ,"1.2100", 
"SJ002","2018-01-09","18:50:00","0.0000", , ,"0.9875", 
"SJ002","2018-01-09","19:00:00","0.0000", , ,"1.2343", 
"SJ002","2018-01-09","19:10:00","0.0000", , ,"1.0757", 
"SJ002","2018-01-09","19:20:00","0.0000", , ,"0.7842", 
"SJ002","2018-01-09","19:30:00","0.0000", , ,"0.6000", 
"SJ002","2018-01-09","19:40:00","0.0000", , ,"0.0000", 
"SJ002","2018-01-09","19:50:00","0.0000", , ,"0.3600", 
