SITE_NO,DATE,TIME,GEN_ENERGY,TEMPERATURE,SOLAR_IRRADIANCE,WIND_SPEED,MODULE_TEMPERATURE,POP,REH,SKY,T3H,WSD
SJ001,245,5.0,0.0,0,0,0.0000,0,10,85,2,16,0.4
SJ001,245,5.166666666666667,0.0,0,0,0.0000,0,10,85,2,16,0.4
SJ001,245,5.333333333333333,0.0,0,0,0.0000,0,10,85,2,16,0.4
SJ001,245,5.5,0.0,0,0,0.0000,0,10,85,2,16,0.4
SJ001,245,5.666666666666667,0.0,14.8200,0,0.0000,13.3729,10,85,2,16,0.4
SJ001,245,5.833333333333333,0.0,14.9750,0,0.0000,13.5125,10,85,2,16,0.4
SJ001,245,6.0,0.0,15.1596,5.9075,0.0000,13.8788,10,85,2,16,0.4
SJ001,245,6.166666666666667,4.0,15.3700,27.0971,0.0000,14.2208,10,65,2,21,0.5
SJ001,245,6.333333333333333,23.0,15.2937,63.4888,0.0000,14.9563,10,65,2,21,0.5
SJ001,245,6.5,26.0,15.6300,68.4151,0.0000,15.8825,10,65,2,21,0.5
SJ001,245,6.666666666666667,29.0,15.5667,67.7205,0.0000,15.8404,10,65,2,21,0.5
SJ001,245,6.833333333333333,57.0,15.6725,120.8563,0.0000,15.6625,10,65,2,21,0.5
SJ001,245,7.0,57.0,16.2617,143.4204,0.0000,16.7533,10,65,2,21,0.5
SJ001,245,7.166666666666667,61.0,16.3179,154.0738,0.0000,17.0200,10,65,2,21,0.5
SJ001,245,7.333333333333333,69.0,16.5963,157.1369,0.0000,17.6450,10,65,2,21,0.5
SJ001,245,7.5,118.0,17.3004,255.2678,0.0000,19.1742,10,65,2,21,0.5
SJ001,245,7.666666666666667,67.0,17.4800,135.3338,0.0000,20.4054,10,65,2,21,0.5
SJ001,245,7.833333333333333,68.0,17.7750,141.3363,0.0000,19.8487,10,65,2,21,0.5
SJ001,245,8.0,156.0,17.8425,314.7144,0.0000,20.6988,10,65,2,21,0.5
SJ001,245,8.166666666666666,170.0,18.6529,349.0597,0.0000,23.9200,10,65,2,21,0.5
SJ001,245,8.333333333333334,192.0,19.0600,388.0298,0.0000,24.4333,10,65,2,21,0.5
SJ001,245,8.5,209.0,19.5425,425.2132,0.0000,26.1150,10,65,2,21,0.5
SJ001,245,8.666666666666666,246.0,20.9967,506.3128,0.0000,29.9279,10,65,2,21,0.5
SJ001,245,8.833333333333334,256.0,20.3888,527.8357,0.0000,32.1838,10,65,2,21,0.5
SJ001,245,9.0,276.0,20.7179,553.8710,0.0000,34.4529,10,65,2,21,0.5
SJ001,245,9.166666666666666,282.0,20.5225,581.5203,0.1870,36.8500,10,50,2,25,1.7
SJ001,245,9.333333333333334,293.0,21.0825,608.8436,0.3258,38.4904,10,50,2,25,1.7
SJ001,245,9.5,304.0,22.1071,634.4511,0.2655,40.1092,10,50,2,25,1.7
SJ001,245,9.666666666666666,315.0,21.9408,660.1758,0.7685,40.1683,10,50,2,25,1.7
SJ001,245,9.833333333333334,336.0,22.8596,684.2253,0.4282,41.2379,10,50,2,25,1.7
SJ001,245,10.0,334.0,23.0896,703.4713,0.6468,43.2700,10,50,2,25,1.7
SJ001,245,10.166666666666666,342.0,23.2188,725.9679,0.8905,44.7358,10,50,2,25,1.7
SJ001,245,10.333333333333334,348.0,23.3017,744.9598,0.2430,44.6625,10,50,2,25,1.7
SJ001,245,10.5,367.0,23.5796,760.9031,0.4305,46.2638,10,50,2,25,1.7
SJ001,245,10.666666666666666,358.0,24.7621,774.1273,0.4425,48.8171,10,50,2,25,1.7
SJ001,245,10.833333333333334,363.0,25.6388,770.1418,0.5888,51.1933,10,50,2,25,1.7
SJ001,245,11.0,375.0,27.0542,811.8294,0.5367,51.6783,10,50,2,25,1.7
SJ001,245,11.166666666666666,385.0,27.0567,818.3962,0.8558,53.3404,10,50,2,25,1.7
SJ001,245,11.333333333333334,382.0,26.9337,825.4802,1.3030,53.2587,10,50,2,25,1.7
SJ001,245,11.5,375.0,27.1850,805.7653,0.4952,54.0621,10,50,2,25,1.7
SJ001,245,11.666666666666666,385.0,25.6800,829.2270,1.0762,50.2987,10,50,2,25,1.7
SJ001,245,11.833333333333334,393.0,26.0200,853.6754,0.3570,51.4412,10,50,2,25,1.7
SJ001,245,12.0,406.0,25.9408,856.2433,0.9522,53.5021,10,50,2,25,1.7
SJ001,245,12.166666666666666,381.0,25.6887,813.1121,1.6178,52.7163,10,40,2,28,1.2
SJ001,245,12.333333333333334,399.0,27.1367,868.6052,0.7278,53.6208,10,40,2,28,1.2
SJ001,245,12.5,395.0,27.9213,864.5241,0.2850,54.8762,10,40,2,28,1.2
SJ001,245,12.666666666666666,398.0,27.9275,842.8778,0.8458,56.0037,10,40,2,28,1.2
SJ001,245,12.833333333333334,359.0,26.8858,821.1873,1.9800,53.3567,10,40,2,28,1.2
SJ001,245,13.0,252.0,26.2413,566.2258,1.4198,48.5942,10,40,2,28,1.2
SJ001,245,13.166666666666666,284.0,26.0150,571.0857,0.5340,42.6271,10,40,2,28,1.2
SJ001,245,13.333333333333334,289.0,26.3362,651.4062,1.1865,41.9363,10,40,2,28,1.2
SJ001,245,13.5,333.0,27.6033,684.7402,0.4822,46.0279,10,40,2,28,1.2
SJ001,245,13.666666666666666,172.0,26.9100,487.7265,0.9008,46.6625,10,40,2,28,1.2
SJ001,245,13.833333333333334,278.0,28.0258,618.4275,0.8942,44.4892,10,40,2,28,1.2
SJ001,245,14.0,337.0,28.6083,686.2846,0.8145,48.8717,10,40,2,28,1.2
SJ001,245,14.166666666666666,236.0,26.6925,446.7505,1.4828,46.5037,10,40,2,28,1.2
SJ001,245,14.333333333333334,208.0,26.0413,420.5096,1.0030,40.1138,10,40,2,28,1.2
SJ001,245,14.5,199.0,26.1713,361.4236,0.8298,37.9288,10,40,2,28,1.2
SJ001,245,14.666666666666666,238.0,26.4337,459.8531,0.3308,38.9562,10,40,2,28,1.2
SJ001,245,14.833333333333334,264.0,28.6762,513.7805,0.7310,42.5050,10,40,2,28,1.2
SJ001,245,15.0,242.0,28.8879,478.3794,0.2128,46.1150,10,40,2,28,1.2
SJ001,245,15.166666666666666,179.0,28.1863,359.5347,0.9415,42.1383,10,50,2,25,2.2
SJ001,245,15.333333333333334,277.0,28.4312,528.5808,0.8312,42.1025,10,50,2,25,2.2
SJ001,245,15.5,243.0,29.3113,480.7566,0.9198,45.9654,10,50,2,25,2.2
SJ001,245,15.666666666666666,184.0,28.0979,333.4254,0.3425,42.5050,10,50,2,25,2.2
SJ001,245,15.833333333333334,200.0,28.0525,390.7099,0.4695,40.7292,10,50,2,25,2.2
SJ001,245,16.0,120.0,27.9071,255.1833,0.2640,38.8629,10,50,2,25,2.2
SJ001,245,16.166666666666668,146.0,27.8471,285.5181,0.6577,36.5550,10,50,2,25,2.2
SJ001,245,16.333333333333332,133.0,27.5038,263.6594,1.0123,35.3513,10,50,2,25,2.2
SJ001,245,16.5,126.0,27.4746,240.4550,1.2885,35.2229,10,50,2,25,2.2
SJ001,245,16.666666666666668,109.0,27.1238,216.4273,1.4670,33.1838,10,50,2,25,2.2
SJ001,245,16.833333333333332,107.0,27.2975,196.1950,0.9015,32.5850,10,50,2,25,2.2
SJ001,245,17.0,65.0,26.8837,130.8146,0.5355,31.1500,10,50,2,25,2.2
SJ001,245,17.166666666666668,65.0,26.0283,128.1393,0.8192,29.3096,10,50,2,25,2.2
SJ001,245,17.333333333333332,79.0,26.2025,153.7816,0.0330,28.7429,10,50,2,25,2.2
SJ001,245,17.5,70.0,27.4563,147.6153,1.1430,29.3325,10,50,2,25,2.2
SJ001,245,17.666666666666668,45.0,26.2325,94.2816,1.0605,27.3738,10,50,2,25,2.2
SJ001,245,17.833333333333332,51.0,26.6142,115.6115,0.1162,26.7838,10,50,2,25,2.2
SJ001,245,18.0,33.0,26.3546,82.6490,0.3202,26.1567,10,50,2,25,2.2
SJ001,245,18.166666666666668,20.0,25.5150,54.2540,1.3365,24.9225,10,60,2,20,1.2
SJ001,245,18.333333333333332,13.0,24.3137,33.4224,1.2103,24.1575,10,60,2,20,1.2
SJ001,245,18.5,8.0,23.3912,20.9159,1.4800,23.4608,10,60,2,20,1.2
SJ001,245,18.666666666666668,2.0,22.8800,9.3177,1.0605,22.6713,10,60,2,20,1.2
SJ001,245,18.833333333333332,0.0,22.4288,0.3359,1.1772,21.8771,10,60,2,20,1.2
SJ001,245,19.0,0.0,22.0879,0.0000,1.2408,21.4329,10,60,2,20,1.2
SJ001,245,19.166666666666668,0.0,14.2800,0.0000,0.4568,13.7633,10,60,2,20,1.2
SJ001,245,19.333333333333332,0.0,0.0000,0.0000,0.2115,0.0000,10,60,2,20,1.2
SJ001,245,19.5,0.0,0.0000,0.0000,0.0000,0.0000,10,60,2,20,1.2
SJ001,245,19.666666666666668,0.0,0.0000,0.0000,0.0000,0.0000,10,60,2,20,1.2
SJ001,245,19.833333333333332,0.0,0.0000,0,0.6110,0.0000,10,60,2,20,1.2
SJ001,245,20.0,0.0,0.0000,0,0.3765,0.0000,10,60,2,20,1.2
SJ001,245,20.166666666666668,0.0,0,0,0.1982,0,10,60,2,20,1.2
SJ001,245,20.333333333333332,0.0,0,0,0.0000,0,10,60,2,20,1.2
SJ001,245,20.5,0.0,0,0,0.0675,0,10,60,2,20,1.2
SJ001,245,20.666666666666668,0.0,0,0,0.2575,0,10,60,2,20,1.2
SJ001,245,20.833333333333332,0.0,0,0,0.6940,0,10,60,2,20,1.2
SJ001,245,21.0,0.0,0,0,0.5743,0,10,60,2,20,1.2
SJ001,246,5.0,0.0,0,0,0.0000,0,0,85,1,16,0.8
SJ001,246,5.166666666666667,0.0,0,0,0.0000,0,0,85,1,16,0.8
SJ001,246,5.333333333333333,0.0,0,0,0.0000,0,0,85,1,16,0.8
SJ001,246,5.5,0.0,0,0,0.0000,0,0,85,1,16,0.8
SJ001,246,5.666666666666667,0.0,14.8333,0,0.0000,13.2825,0,85,1,16,0.8
SJ001,246,5.833333333333333,0.0,14.9642,0,0.0000,13.5608,0,85,1,16,0.8
SJ001,246,6.0,0.0,15.3771,0,0.0000,13.9742,0,85,1,16,0.8
SJ001,246,6.166666666666667,0.0,15.9633,27.9226,0.0000,15.4667,0,70,1,20,0.5
SJ001,246,6.333333333333333,0.0,16.2954,17.8309,0.0000,16.2850,0,70,1,20,0.5
SJ001,246,6.5,10.0,16.1554,31.5569,0.0000,16.3729,0,70,1,20,0.5
SJ001,246,6.666666666666667,25.0,16.7737,71.9593,0.0000,16.8012,0,70,1,20,0.5
SJ001,246,6.833333333333333,47.0,16.5775,134.6282,0.0000,17.1825,0,70,1,20,0.5
SJ001,246,7.0,74.0,16.6000,198.2321,0.0000,17.1158,0,70,1,20,0.5
SJ001,246,7.166666666666667,91.0,17.1788,227.0567,0.0000,17.9213,0,70,1,20,0.5
SJ001,246,7.333333333333333,97.0,17.3062,247.3718,0.0000,18.4312,0,70,1,20,0.5
SJ001,246,7.5,117.0,17.4138,282.5959,0.0000,19.3975,0,70,1,20,0.5
SJ001,246,7.666666666666667,137.0,17.8033,313.0617,0.0000,20.3229,0,70,1,20,0.5
SJ001,246,7.833333333333333,160.0,18.5175,343.7243,0.0000,21.7254,0,70,1,20,0.5
SJ001,246,8.0,174.0,18.3987,373.7189,0.8685,22.9746,0,70,1,20,0.5
SJ001,246,8.166666666666666,194.0,18.8725,402.1234,0.9560,23.8200,0,70,1,20,0.5
SJ001,246,8.333333333333334,210.0,19.3892,433.2065,0.5030,25.8125,0,70,1,20,0.5
SJ001,246,8.5,232.0,19.5787,463.8047,0.0000,27.2942,0,70,1,20,0.5
SJ001,246,8.666666666666666,242.0,20.1363,497.2077,0.0000,30.0179,0,70,1,20,0.5
SJ001,246,8.833333333333334,256.0,21.1375,530.7714,0.0000,33.8125,0,70,1,20,0.5
SJ001,246,9.0,268.0,21.6238,560.7608,0.0000,37.1221,0,70,1,20,0.5
SJ001,246,9.166666666666666,280.0,22.4312,588.8724,0.0000,39.8300,0,50,1,26,1.5
SJ001,246,9.333333333333334,305.0,21.8504,614.5862,0.1962,38.2775,0,50,1,26,1.5
SJ001,246,9.5,309.0,22.2608,640.4330,0.7978,37.2883,0,50,1,26,1.5
SJ001,246,9.666666666666666,324.0,22.2825,674.0023,0.0412,39.5004,0,50,1,26,1.5
SJ001,246,9.833333333333334,336.0,23.9108,710.3856,0.0000,44.1158,0,50,1,26,1.5
SJ001,246,10.0,352.0,24.3254,728.1308,0.0000,45.6446,0,50,1,26,1.5
SJ001,246,10.166666666666666,345.0,24.7312,741.5465,0.0765,47.9988,0,50,1,26,1.5
SJ001,246,10.333333333333334,354.0,25.0479,764.4414,0.0000,48.8721,0,50,1,26,1.5
SJ001,246,10.5,361.0,24.9958,776.5318,0.0000,48.0683,0,50,1,26,1.5
SJ001,246,10.666666666666666,376.0,25.2983,785.0246,0.0690,50.8700,0,50,1,26,1.5
SJ001,246,10.833333333333334,376.0,25.5587,799.4679,0.0000,49.8200,0,50,1,26,1.5
SJ001,246,11.0,376.0,25.6317,811.7858,0.1048,51.7829,0,50,1,26,1.5
SJ001,246,11.166666666666666,381.0,26.2908,821.8806,0.0000,53.1575,0,50,1,26,1.5
SJ001,246,11.333333333333334,384.0,26.8833,832.5973,0.0000,52.8638,0,50,1,26,1.5
SJ001,246,11.5,397.0,27.3808,842.1564,0.1245,54.0792,0,50,1,26,1.5
SJ001,246,11.666666666666666,389.0,26.9713,847.7020,0.5978,54.4829,0,50,1,26,1.5
SJ001,246,11.833333333333334,392.0,26.7004,846.5770,0.2047,54.5517,0,50,1,26,1.5
SJ001,246,12.0,390.0,27.8083,847.2882,0.0000,55.7171,0,50,1,26,1.5
SJ001,246,12.166666666666666,399.0,28.6150,847.5262,0.1305,56.1050,0,35,1,28,1.6
SJ001,246,12.333333333333334,390.0,28.8775,846.5624,0.1013,56.0250,0,35,1,28,1.6
SJ001,246,12.5,387.0,29.2471,843.0846,0.0795,56.6337,0,35,1,28,1.6
SJ001,246,12.666666666666666,388.0,28.4363,838.9009,0.0000,55.7687,0,35,1,28,1.6
SJ001,246,12.833333333333334,389.0,28.8842,833.7960,0.0000,56.0812,0,35,1,28,1.6
SJ001,246,13.0,396.0,30.0025,824.2744,0.0000,56.6500,0,35,1,28,1.6
SJ001,246,13.166666666666666,382.0,30.1379,812.0900,0.2095,55.9083,0,35,1,28,1.6
SJ001,246,13.333333333333334,377.0,30.2700,801.6676,0.7698,54.8558,0,35,1,28,1.6
SJ001,246,13.5,378.0,30.0379,782.2198,0.1785,54.1483,0,35,1,28,1.6
SJ001,246,13.666666666666666,379.0,28.9721,771.1238,0.4502,54.8567,0,35,1,28,1.6
SJ001,246,13.833333333333334,362.0,30.1379,757.5700,0.8162,53.5317,0,35,1,28,1.6
SJ001,246,14.0,357.0,31.9946,741.8608,1.3998,54.2050,0,35,1,28,1.6
SJ001,246,14.166666666666666,346.0,31.1913,718.7650,0.7552,53.5100,0,35,1,28,1.6
SJ001,246,14.333333333333334,350.0,30.2138,699.3976,1.2617,53.0538,0,35,1,28,1.6
SJ001,246,14.5,328.0,31.6650,668.5042,1.5092,52.8196,0,35,1,28,1.6
SJ001,246,14.666666666666666,320.0,30.9838,652.0187,0.8678,52.5254,0,35,1,28,1.6
SJ001,246,14.833333333333334,308.0,29.9429,624.7281,0.4730,51.8679,0,35,1,28,1.6
SJ001,246,15.0,301.0,29.7483,567.4971,0.4995,49.9033,0,35,1,28,1.6
SJ001,246,15.166666666666666,283.0,31.6133,548.0947,1.7130,49.1771,0,50,1,25,1.1
SJ001,246,15.333333333333334,275.0,31.1358,539.9101,1.0688,47.0029,0,50,1,25,1.1
SJ001,246,15.5,259.0,31.2725,512.2432,0.2025,47.0192,0,50,1,25,1.1
SJ001,246,15.666666666666666,250.0,30.9213,495.9001,0.0000,45.8862,0,50,1,25,1.1
SJ001,246,15.833333333333334,222.0,30.5096,421.5113,0.0000,44.7233,0,50,1,25,1.1
SJ001,246,16.0,208.0,30.2087,414.7041,0.0000,43.9733,0,50,1,25,1.1
SJ001,246,16.166666666666668,165.0,29.9296,291.6575,0.0420,41.3175,0,50,1,25,1.1
SJ001,246,16.333333333333332,206.0,30.0075,393.2013,0.0840,40.6538,0,50,1,25,1.1
SJ001,246,16.5,155.0,30.0533,302.3689,0.1928,40.0546,0,50,1,25,1.1
SJ001,246,16.666666666666668,162.0,29.6450,302.5765,0.2940,38.1458,0,50,1,25,1.1
SJ001,246,16.833333333333332,110.0,28.7921,211.6477,0.7562,35.5254,0,50,1,25,1.1
SJ001,246,17.0,95.0,28.4800,190.1409,0.9192,33.5662,0,50,1,25,1.1
SJ001,246,17.166666666666668,70.0,27.3912,141.8710,1.1013,31.0600,0,50,1,25,1.1
SJ001,246,17.333333333333332,67.0,26.5942,131.9408,0.8488,29.0471,0,50,1,25,1.1
SJ001,246,17.5,62.0,26.7225,132.0896,1.1872,28.0850,0,50,1,25,1.1
SJ001,246,17.666666666666668,41.0,26.6663,89.6418,0.9128,27.3629,0,50,1,25,1.1
SJ001,246,17.833333333333332,29.0,25.4754,63.5181,0.9652,25.8333,0,50,1,25,1.1
SJ001,246,18.0,23.0,24.7508,49.7715,0.4625,24.6529,0,50,1,25,1.1
SJ001,246,18.166666666666668,17.0,24.0287,40.9744,0.5700,23.7325,10,70,2,21,0.9
SJ001,246,18.333333333333332,9.0,23.3579,22.6429,1.2608,22.8104,10,70,2,21,0.9
SJ001,246,18.5,3.0,22.7083,10.4936,0.3030,21.8263,10,70,2,21,0.9
SJ001,246,18.666666666666668,0.0,22.1929,3.3484,1.1890,21.1604,10,70,2,21,0.9
SJ001,246,18.833333333333332,0.0,21.8350,0.0000,1.2485,20.5587,10,70,2,21,0.9
SJ001,246,19.0,0.0,18.6771,0.0000,1.4127,17.4496,10,70,2,21,0.9
SJ001,246,19.166666666666668,0.0,0.0000,0.0000,0.9548,0.0000,10,70,2,21,0.9
SJ001,246,19.333333333333332,0.0,0.0000,0.0000,1.2312,0.0000,10,70,2,21,0.9
SJ001,246,19.5,0.0,0.0000,0.0000,1.1915,0.0000,10,70,2,21,0.9
SJ001,246,19.666666666666668,0.0,0.0000,0,0.9918,0.0000,10,70,2,21,0.9
SJ001,246,19.833333333333332,0.0,0.0000,0,0.4620,0.0000,10,70,2,21,0.9
SJ001,246,20.0,0.0,0,0,0.2072,0,10,70,2,21,0.9
SJ001,246,20.166666666666668,0.0,0,0,0.0000,0,10,70,2,21,0.9
SJ001,246,20.333333333333332,0.0,0,0,0.0000,0,10,70,2,21,0.9
SJ001,246,20.5,0.0,0,0,0.5540,0,10,70,2,21,0.9
SJ001,246,20.666666666666668,0.0,0,0,0.1403,0,10,70,2,21,0.9
SJ001,246,20.833333333333332,0.0,0,0,0.0000,0,10,70,2,21,0.9
SJ001,246,21.0,0.0,0,0,0,0,10,70,2,21,0.9
SJ001,247,5.0,0.0,0,0,0.0000,0,20,90,3,16,0.7
SJ001,247,5.166666666666667,0.0,0,0,0.0000,0,20,90,3,16,0.7
SJ001,247,5.333333333333333,0.0,0,0,0.0000,0,20,90,3,16,0.7
SJ001,247,5.5,0.0,0,0,0.0000,0,20,90,3,16,0.7
SJ001,247,5.666666666666667,0.0,0,0,0.0000,0,20,90,3,16,0.7
SJ001,247,5.833333333333333,0.0,15.2421,0,0.0000,14.1096,20,90,3,16,0.7
SJ001,247,6.0,0.0,15.2338,0,0.0000,14.0621,20,90,3,16,0.7
SJ001,247,6.166666666666667,0.0,15.5150,4.8851,0.0000,14.3471,10,70,2,20,0.3
SJ001,247,6.333333333333333,0.0,16.0396,17.3257,0.0000,15.1171,10,70,2,20,0.3
SJ001,247,6.5,12.0,16.6412,29.0541,0.0000,15.8450,10,70,2,20,0.3
SJ001,247,6.666666666666667,19.0,17.0600,41.7947,0.0000,16.5833,10,70,2,20,0.3
SJ001,247,6.833333333333333,29.0,17.0429,60.5583,0.0000,16.9625,10,70,2,20,0.3
SJ001,247,7.0,42.0,16.2150,89.2745,0.0000,16.4175,10,70,2,20,0.3
SJ001,247,7.166666666666667,59.0,16.6112,124.0706,0.0000,16.6262,10,70,2,20,0.3
SJ001,247,7.333333333333333,66.0,16.5392,135.9462,0.0000,17.1762,10,70,2,20,0.3
SJ001,247,7.5,70.0,16.7929,138.3964,0.5272,17.8012,10,70,2,20,0.3
SJ001,247,7.666666666666667,82.0,16.9504,159.5265,0.8788,18.1896,10,70,2,20,0.3
SJ001,247,7.833333333333333,82.0,17.2013,162.6893,0.5370,19.1250,10,70,2,20,0.3
SJ001,247,8.0,106.0,17.3592,197.8556,0.0345,19.7437,10,70,2,20,0.3
SJ001,247,8.166666666666666,123.0,18.1062,257.3325,0.2272,21.3925,10,70,2,20,0.3
SJ001,247,8.333333333333334,162.0,18.5933,318.8021,0.6075,22.1137,10,70,2,20,0.3
SJ001,247,8.5,192.0,19.3412,402.0677,0.1995,24.9575,10,70,2,20,0.3
SJ001,247,8.666666666666666,252.0,19.7167,495.9493,0.0000,27.6854,10,70,2,20,0.3
SJ001,247,8.833333333333334,250.0,20.0596,512.0410,0.3338,30.9346,10,70,2,20,0.3
SJ001,247,9.0,251.0,20.8025,496.5770,0.4605,34.6700,10,70,2,20,0.3
SJ001,247,9.166666666666666,253.0,20.9317,539.9361,0.2872,36.4554,10,50,2,26,0.8
SJ001,247,9.333333333333334,258.0,20.9413,507.0105,0.6115,36.3850,10,50,2,26,0.8
SJ001,247,9.5,315.0,21.8004,645.3323,0.2535,39.6112,10,50,2,26,0.8
SJ001,247,9.666666666666666,305.0,22.3904,652.0068,0.1612,42.0942,10,50,2,26,0.8
SJ001,247,9.833333333333334,255.0,22.7700,570.2091,1.0405,41.1425,10,50,2,26,0.8
SJ001,247,10.0,303.0,22.8892,646.5758,1.2980,40.3267,10,50,2,26,0.8
SJ001,247,10.166666666666666,303.0,22.7850,625.9127,1.1967,40.3638,10,50,2,26,0.8
SJ001,247,10.333333333333334,248.0,22.9675,510.4782,0.6615,39.3588,10,50,2,26,0.8
SJ001,247,10.5,268.0,23.0875,538.3514,0.2615,37.6479,10,50,2,26,0.8
SJ001,247,10.666666666666666,306.0,23.4046,590.3634,0.1170,40.5375,10,50,2,26,0.8
SJ001,247,10.833333333333334,376.0,24.1079,808.8856,0.6828,43.5921,10,50,2,26,0.8
SJ001,247,11.0,394.0,24.8654,829.6360,0.5105,46.6742,10,50,2,26,0.8
SJ001,247,11.166666666666666,376.0,26.0587,829.1539,0.9945,50.5621,10,50,2,26,0.8
SJ001,247,11.333333333333334,354.0,25.0779,764.5377,1.1887,46.2612,10,50,2,26,0.8
SJ001,247,11.5,379.0,25.4688,824.2849,0.3238,47.4392,10,50,2,26,0.8
SJ001,247,11.666666666666666,384.0,27.4121,800.1270,1.1327,53.0121,10,50,2,26,0.8
SJ001,247,11.833333333333334,343.0,28.2046,786.7354,1.0870,55.0575,10,50,2,26,0.8
SJ001,247,12.0,287.0,28.5929,644.4648,0.7740,51.3092,10,50,2,26,0.8
SJ001,247,12.166666666666666,276.0,28.7650,606.2727,1.3202,49.5375,20,40,3,28,1.1
SJ001,247,12.333333333333334,340.0,28.6854,699.6847,1.1170,49.4862,20,40,3,28,1.1
SJ001,247,12.5,394.0,28.6042,817.9124,0.6930,51.7892,20,40,3,28,1.1
SJ001,247,12.666666666666666,349.0,29.7879,785.0030,0.7340,52.2446,20,40,3,28,1.1
SJ001,247,12.833333333333334,232.0,29.0854,501.1753,0.6975,49.3242,20,40,3,28,1.1
SJ001,247,13.0,259.0,27.6337,524.8313,1.1465,44.3050,20,40,3,28,1.1
SJ001,247,13.166666666666666,275.0,27.0433,537.5456,0.6295,42.4550,20,40,3,28,1.1
SJ001,247,13.333333333333334,254.0,26.9104,526.2726,1.6450,42.5833,20,40,3,28,1.1
SJ001,247,13.5,257.0,26.7700,526.6154,0.4262,41.6287,20,40,3,28,1.1
SJ001,247,13.666666666666666,311.0,27.4525,654.4840,1.3902,44.6525,20,40,3,28,1.1
SJ001,247,13.833333333333334,374.0,28.2787,775.8134,0.8450,46.1733,20,40,3,28,1.1
SJ001,247,14.0,316.0,29.5837,662.1331,0.9438,51.8850,20,40,3,28,1.1
SJ001,247,14.166666666666666,253.0,27.5404,494.9281,0.8288,45.5625,20,40,3,28,1.1
SJ001,247,14.333333333333334,282.0,28.3137,571.6524,1.6792,43.8462,20,40,3,28,1.1
SJ001,247,14.5,306.0,29.1696,641.9534,0.7675,43.2750,20,40,3,28,1.1
SJ001,247,14.666666666666666,176.0,29.1608,324.7554,0.8878,43.5000,20,40,3,28,1.1
SJ001,247,14.833333333333334,140.0,26.7121,270.7993,2.0943,35.9317,20,40,3,28,1.1
SJ001,247,15.0,277.0,26.7992,559.4528,1.2670,36.2333,20,40,3,28,1.1
SJ001,247,15.166666666666666,264.0,27.7442,512.4319,0.8262,39.3596,20,55,3,26,1.5
SJ001,247,15.333333333333334,184.0,27.5771,375.1373,1.3062,39.8692,20,55,3,26,1.5
SJ001,247,15.5,252.0,27.1887,453.1933,1.8527,36.9138,20,55,3,26,1.5
SJ001,247,15.666666666666666,254.0,29.1842,499.0217,1.5608,39.9721,20,55,3,26,1.5
SJ001,247,15.833333333333334,206.0,29.5525,393.9200,1.1898,41.4650,20,55,3,26,1.5
SJ001,247,16.0,164.0,28.1404,333.8646,1.3855,38.8696,20,55,3,26,1.5
SJ001,247,16.166666666666668,118.0,27.9638,225.5194,0.3728,35.1500,20,55,3,26,1.5
SJ001,247,16.333333333333332,165.0,27.4821,321.4902,0.0660,34.3450,20,55,3,26,1.5
SJ001,247,16.5,142.0,27.2654,277.8148,1.1835,34.3792,20,55,3,26,1.5
SJ001,247,16.666666666666668,142.0,27.3996,273.5079,2.1525,33.8483,20,55,3,26,1.5
SJ001,247,16.833333333333332,124.0,27.5575,241.1539,0.7755,33.3483,20,55,3,26,1.5
SJ001,247,17.0,124.0,28.0613,242.7496,0.4655,33.2479,20,55,3,26,1.5
SJ001,247,17.166666666666668,86.0,29.1600,176.0963,0.0000,32.4338,20,55,3,26,1.5
SJ001,247,17.333333333333332,40.0,27.9900,89.4153,0.0000,29.8467,20,55,3,26,1.5
SJ001,247,17.5,46.0,26.8558,94.2767,0.6270,27.6350,20,55,3,26,1.5
SJ001,247,17.666666666666668,75.0,28.7850,157.3741,0.0000,28.0058,20,55,3,26,1.5
SJ001,247,17.833333333333332,45.0,29.7646,114.8217,0.0000,28.2488,20,55,3,26,1.5
SJ001,247,18.0,21.0,28.1733,63.3886,0.0510,26.9450,20,55,3,26,1.5
SJ001,247,18.166666666666668,9.0,26.0862,25.9524,0.4198,24.8388,20,70,3,21,1.3
SJ001,247,18.333333333333332,5.0,24.2450,14.7959,0.0000,23.0733,20,70,3,21,1.3
SJ001,247,18.5,0.0,23.6013,12.0983,0.0000,22.0875,20,70,3,21,1.3
SJ001,247,18.666666666666668,0.0,22.9838,4.2147,0.0000,21.3912,20,70,3,21,1.3
SJ001,247,18.833333333333332,0.0,22.2729,0.0000,0.4600,20.7592,20,70,3,21,1.3
SJ001,247,19.0,0.0,16.4150,0.0000,1.1033,15.1746,20,70,3,21,1.3
SJ001,247,19.166666666666668,0.0,0.0000,0.0000,0.2560,0.0000,20,70,3,21,1.3
SJ001,247,19.333333333333332,0.0,0.0000,0.0000,0.0000,0.0000,20,70,3,21,1.3
SJ001,247,19.5,0.0,0.0000,0.0000,0.0000,0.0000,20,70,3,21,1.3
SJ001,247,19.666666666666668,0.0,0.0000,0,0.0000,0.0000,20,70,3,21,1.3
SJ001,247,19.833333333333332,0.0,0.0000,0,0.5958,0.0000,20,70,3,21,1.3
SJ001,247,20.0,0.0,0,0,0.8068,0,20,70,3,21,1.3
SJ001,247,20.166666666666668,0.0,0,0,0.4862,0,20,70,3,21,1.3
