SITE_NO,DATE,TIME,GEN_ENERGY,0,TEMPERATURE,SOLAR_IRRADIANCE,WIND_SPEED,MODULE_TEMPERATURE,POP,REH,SKY,T3H,WSD
SJ002,2,5.0,0.0,2018-01-02 05:00:00,0,0,0,0,0,50,1,-3,2.2
SJ002,2,5.166666666666667,0.0,2018-01-02 05:10:00,0,0,0,0,0,50,1,-3,2.2
SJ002,2,5.333333333333333,0.0,2018-01-02 05:20:00,0,0,0,0,0,50,1,-3,2.2
SJ002,2,5.5,0.0,2018-01-02 05:30:00,0,0,0,0,0,50,1,-3,2.2
SJ002,2,5.666666666666667,0.0,2018-01-02 05:40:00,0,0,0,0,0,50,1,-3,2.2
SJ002,2,5.833333333333333,0.0,2018-01-02 05:50:00,0,0,0,0,0,50,1,-3,2.2
SJ002,2,6.0,0.0,2018-01-02 06:00:00,0,0,0,0,0,50,1,-3,2.2
SJ002,2,6.166666666666667,0.0,2018-01-02 06:10:00,0,0,0,0,0,35,1,-1,1.8
SJ002,2,6.333333333333333,0.0,2018-01-02 06:20:00,0,0,0,0,0,35,1,-1,1.8
SJ002,2,6.5,0.0,2018-01-02 06:30:00,0,0,0,0,0,35,1,-1,1.8
SJ002,2,6.666666666666667,0.0,2018-01-02 06:40:00,0,0,0,0,0,35,1,-1,1.8
SJ002,2,6.833333333333333,0.0,2018-01-02 06:50:00,0,0,0,0,0,35,1,-1,1.8
SJ002,2,7.0,0.0,2018-01-02 07:00:00,0,0,0,0,0,35,1,-1,1.8
SJ002,2,7.166666666666667,0.0,2018-01-02 07:10:00,0,0,0,0,0,35,1,-1,1.8
SJ002,2,7.333333333333333,0.0,2018-01-02 07:20:00,0,0,0,0,0,35,1,-1,1.8
SJ002,2,7.5,0.0,2018-01-02 07:30:00,0,0,0,0,0,35,1,-1,1.8
SJ002,2,7.666666666666667,0.0,2018-01-02 07:40:00,0,1.9800,0,0,0,35,1,-1,1.8
SJ002,2,7.833333333333333,5.8,2018-01-02 07:50:00,0,9.1022,0,0,0,35,1,-1,1.8
SJ002,2,8.0,9.86,2018-01-02 08:00:00,0,19.0034,0,0,0,35,1,-1,1.8
SJ002,2,8.166666666666666,14.54,2018-01-02 08:10:00,0,31.0935,0,0,0,35,1,-1,1.8
SJ002,2,8.333333333333334,21.7,2018-01-02 08:20:00,0,43.8015,0,0,0,35,1,-1,1.8
SJ002,2,8.5,27.7,2018-01-02 08:30:00,0,58.5918,0,0,0,35,1,-1,1.8
SJ002,2,8.666666666666666,34.56,2018-01-02 08:40:00,0,91.3617,0,0,0,35,1,-1,1.8
SJ002,2,8.833333333333334,43.44,2018-01-02 08:50:00,0,103.6761,0,0,0,35,1,-1,1.8
SJ002,2,9.0,58.9,2018-01-02 09:00:00,0,133.7636,0,0,0,35,1,-1,1.8
SJ002,2,9.166666666666666,78.3,2018-01-02 09:10:00,0,164.0704,0,0,0,20,1,4,2.3
SJ002,2,9.333333333333334,92.4,2018-01-02 09:20:00,0,188.8417,0,0,0,20,1,4,2.3
SJ002,2,9.5,105.96,2018-01-02 09:30:00,0,209.0416,0,0,0,20,1,4,2.3
SJ002,2,9.666666666666666,115.0,2018-01-02 09:40:00,0,215.9524,0,0,0,20,1,4,2.3
SJ002,2,9.833333333333334,123.24,2018-01-02 09:50:00,0,227.9339,0,0,0,20,1,4,2.3
SJ002,2,10.0,122.4,2018-01-02 10:00:00,0,215.7126,0,2.1375,0,20,1,4,2.3
SJ002,2,10.166666666666666,111.24,2018-01-02 10:10:00,0,206.3661,0,2.2612,0,20,1,4,2.3
SJ002,2,10.333333333333334,109.06,2018-01-02 10:20:00,0,194.6354,0,2.2675,0,20,1,4,2.3
SJ002,2,10.5,143.56,2018-01-02 10:30:00,1.8604,265.0097,1.1690,2.7650,0,20,1,4,2.3
SJ002,2,10.666666666666666,172.44,2018-01-02 10:40:00,2.4442,337.0997,1.4305,4.9771,0,20,1,4,2.3
SJ002,2,10.833333333333334,198.6,2018-01-02 10:50:00,2.8829,371.7033,1.2265,6.5929,0,20,1,4,2.3
SJ002,2,11.0,196.6,2018-01-02 11:00:00,3.2000,378.9699,1.5495,8.0213,0,20,1,4,2.3
SJ002,2,11.166666666666666,205.24,2018-01-02 11:10:00,3.2558,397.4866,1.3095,7.6975,0,20,1,4,2.3
SJ002,2,11.333333333333334,216.31,2018-01-02 11:20:00,3.2004,418.3822,1.8555,7.6817,0,20,1,4,2.3
SJ002,2,11.5,200.75,2018-01-02 11:30:00,3.3563,409.5821,1.5055,8.1242,0,20,1,4,2.3
SJ002,2,11.666666666666666,206.4,2018-01-02 11:40:00,3.3296,384.4729,1.1500,7.8308,0,20,1,4,2.3
SJ002,2,11.833333333333334,204.8,2018-01-02 11:50:00,3.4092,410.9669,1.2763,8.6833,0,20,1,4,2.3
SJ002,2,12.0,199.36,2018-01-02 12:00:00,3.4704,413.0279,0.9790,8.9763,0,20,1,4,2.3
SJ002,2,12.166666666666666,206.38,2018-01-02 12:10:00,3.3958,400.5492,2.0857,8.6454,0,15,1,4,3.5
SJ002,2,12.333333333333334,167.12,2018-01-02 12:20:00,3.3354,325.0844,0.9982,7.4800,0,15,1,4,3.5
SJ002,2,12.5,154.19,2018-01-02 12:30:00,3.5038,292.9369,0.8860,7.8492,0,15,1,4,3.5
SJ002,2,12.666666666666666,124.0,2018-01-02 12:40:00,3.1750,243.5830,1.1318,6.5171,0,15,1,4,3.5
SJ002,2,12.833333333333334,80.95,2018-01-02 12:50:00,3.1517,152.0715,1.1618,5.1200,0,15,1,4,3.5
SJ002,2,13.0,94.4,2018-01-02 13:00:00,3.2313,185.2426,1.6153,4.9971,0,15,1,4,3.5
SJ002,2,13.166666666666666,88.1,2018-01-02 13:10:00,3.2746,170.7814,0.8125,4.8650,0,15,1,4,3.5
SJ002,2,13.333333333333334,62.1,2018-01-02 13:20:00,3.2062,118.6512,1.8230,4.6579,0,15,1,4,3.5
SJ002,2,13.5,68.76,2018-01-02 13:30:00,3.0883,129.7704,2.2215,4.1588,0,15,1,4,3.5
SJ002,2,13.666666666666666,66.14,2018-01-02 13:40:00,3.1500,125.5114,1.9462,4.0421,0,15,1,4,3.5
SJ002,2,13.833333333333334,59.4,2018-01-02 13:50:00,3.1713,115.5061,2.1855,4.2596,0,15,1,4,3.5
SJ002,2,14.0,71.34,2018-01-02 14:00:00,3.1562,135.9316,1.7665,4.1950,0,15,1,4,3.5
SJ002,2,14.166666666666666,69.5,2018-01-02 14:10:00,3.2971,127.9432,1.8895,4.3767,0,15,1,4,3.5
SJ002,2,14.333333333333334,52.62,2018-01-02 14:20:00,3.2483,108.1891,2.2193,4.2746,0,15,1,4,3.5
SJ002,2,14.5,46.44,2018-01-02 14:30:00,2.9850,91.5798,1.6860,3.6375,0,15,1,4,3.5
SJ002,2,14.666666666666666,37.0,2018-01-02 14:40:00,2.8942,73.4441,1.6955,3.4379,0,15,1,4,3.5
SJ002,2,14.833333333333334,25.2,2018-01-02 14:50:00,2.7612,53.2706,1.6838,3.2604,0,15,1,4,3.5
SJ002,2,15.0,32.9,2018-01-02 15:00:00,2.6650,66.2549,1.5538,2.9458,0,15,1,4,3.5
SJ002,2,15.166666666666666,47.7,2018-01-02 15:10:00,2.6908,89.8638,1.2750,3.1113,10,25,2,1,3.9
SJ002,2,15.333333333333334,54.2,2018-01-02 15:20:00,2.7408,104.0911,1.9955,3.2875,10,25,2,1,3.9
SJ002,2,15.5,56.06,2018-01-02 15:30:00,2.6800,111.9677,1.9010,3.4425,10,25,2,1,3.9
SJ002,2,15.666666666666666,43.74,2018-01-02 15:40:00,2.5733,88.7232,1.4923,3.0808,10,25,2,1,3.9
SJ002,2,15.833333333333334,40.7,2018-01-02 15:50:00,2.4571,82.0897,1.6233,2.8112,10,25,2,1,3.9
SJ002,2,16.0,36.2,2018-01-02 16:00:00,2.4596,71.2556,0.5853,2.4388,10,25,2,1,3.9
SJ002,2,16.166666666666668,23.0,2018-01-02 16:10:00,2.3583,48.5275,1.8228,2.1096,10,25,2,1,3.9
SJ002,2,16.333333333333332,19.3,2018-01-02 16:20:00,2.3075,41.8225,0.7702,1.7488,10,25,2,1,3.9
SJ002,2,16.5,17.94,2018-01-02 16:30:00,2.0833,39.8100,1.2825,1.3992,10,25,2,1,3.9
SJ002,2,16.666666666666668,12.81,2018-01-02 16:40:00,1.9229,30.0654,0.2535,0.9450,10,25,2,1,3.9
SJ002,2,16.833333333333332,8.0,2018-01-02 16:50:00,1.7433,19.2862,0.6560,0.6542,10,25,2,1,3.9
SJ002,2,17.0,5.05,2018-01-02 17:00:00,1.5746,10.7691,0.4402,0.2721,10,25,2,1,3.9
SJ002,2,17.166666666666668,0.0,2018-01-02 17:10:00,1.5188,2.6025,0.4275,0.0000,10,25,2,1,3.9
SJ002,2,17.333333333333332,0.0,2018-01-02 17:20:00,1.3492,0.0000,0.1335,0.0000,10,25,2,1,3.9
SJ002,2,17.5,0.0,2018-01-02 17:30:00,1.2550,0.0000,0.2775,0.0000,10,25,2,1,3.9
SJ002,2,17.666666666666668,0.0,2018-01-02 17:40:00,0.4604,0.0000,0.1522,0.0000,10,25,2,1,3.9
SJ002,2,17.833333333333332,0.0,2018-01-02 17:50:00,0.0000,0.0000,0.1245,0.0000,10,25,2,1,3.9
SJ002,2,18.0,0.0,2018-01-02 18:00:00,0.0000,0.0000,0.2522,0,10,25,2,1,3.9
SJ002,2,18.166666666666668,0.0,2018-01-02 18:10:00,0.0000,0,0.0510,0,10,35,2,-1,3.1
SJ002,2,18.333333333333332,0.0,2018-01-02 18:20:00,0.0000,0,0.7730,0,10,35,2,-1,3.1
SJ002,2,18.5,0.0,2018-01-02 18:30:00,0.0000,0,0.4552,0,10,35,2,-1,3.1
SJ002,2,18.666666666666668,0.0,2018-01-02 18:40:00,0,0,0.5860,0,10,35,2,-1,3.1
SJ002,2,18.833333333333332,0.0,2018-01-02 18:50:00,0,0,0.6095,0,10,35,2,-1,3.1
SJ002,2,19.0,0.0,2018-01-02 19:00:00,0,0,0.9922,0,10,35,2,-1,3.1
SJ002,2,19.166666666666668,0.0,2018-01-02 19:10:00,0,0,0.6520,0,10,35,2,-1,3.1
SJ002,2,19.333333333333332,0.0,2018-01-02 19:20:00,0,0,1.4908,0,10,35,2,-1,3.1
SJ002,2,19.5,0.0,2018-01-02 19:30:00,0,0,1.1390,0,10,35,2,-1,3.1
SJ002,2,19.666666666666668,0.0,2018-01-02 19:40:00,0,0,1.1685,0,10,35,2,-1,3.1
SJ002,2,19.833333333333332,0.0,2018-01-02 19:50:00,0,0,0.9660,0,10,35,2,-1,3.1
SJ002,2,20.0,0.0,2018-01-02 20:00:00,0,0,1.7022,0,10,35,2,-1,3.1
SJ002,2,20.166666666666668,0.0,2018-01-02 20:10:00,0,0,1.2430,0,10,35,2,-1,3.1
SJ002,2,20.333333333333332,0.0,2018-01-02 20:20:00,0,0,1.6215,0,10,35,2,-1,3.1
SJ002,2,20.5,0.0,2018-01-02 20:30:00,0,0,1.1298,0,10,35,2,-1,3.1
SJ002,2,20.666666666666668,0.0,2018-01-02 20:40:00,0,0,1.3020,0,10,35,2,-1,3.1
SJ002,2,20.833333333333332,0.0,2018-01-02 20:50:00,0,0,1.0750,0,10,35,2,-1,3.1
SJ002,2,21.0,0.0,2018-01-02 21:00:00,0,0,1.1970,0,10,35,2,-1,3.1
SJ002,3,5.0,0.0,2018-01-03 05:00:00,0,0,0.1612,0,20,40,3,-5,2.8
SJ002,3,5.166666666666667,0.0,2018-01-03 05:10:00,0,0,0.0758,0,20,40,3,-5,2.8
SJ002,3,5.333333333333333,0.0,2018-01-03 05:20:00,0,0,0.3960,0,20,40,3,-5,2.8
SJ002,3,5.5,0.0,2018-01-03 05:30:00,0,0,0.1195,0,20,40,3,-5,2.8
SJ002,3,5.666666666666667,0.0,2018-01-03 05:40:00,0,0,0.1740,0,20,40,3,-5,2.8
SJ002,3,5.833333333333333,0.0,2018-01-03 05:50:00,0,0,0.2275,0,20,40,3,-5,2.8
SJ002,3,6.0,0.0,2018-01-03 06:00:00,0,0,0.2900,0,20,40,3,-5,2.8
SJ002,3,6.166666666666667,0.0,2018-01-03 06:10:00,0,0,0.4725,0,10,35,2,-4,2.5
SJ002,3,6.333333333333333,0.0,2018-01-03 06:20:00,0,0,0.0285,0,10,35,2,-4,2.5
SJ002,3,6.5,0.0,2018-01-03 06:30:00,0,0,0.0975,0,10,35,2,-4,2.5
SJ002,3,6.666666666666667,0.0,2018-01-03 06:40:00,0,0,0.1407,0,10,35,2,-4,2.5
SJ002,3,6.833333333333333,0.0,2018-01-03 06:50:00,0,0,0.2325,0,10,35,2,-4,2.5
SJ002,3,7.0,0.0,2018-01-03 07:00:00,0,0,0.4258,0,10,35,2,-4,2.5
SJ002,3,7.166666666666667,0.0,2018-01-03 07:10:00,0,0,0.0000,0,10,35,2,-4,2.5
SJ002,3,7.333333333333333,0.0,2018-01-03 07:20:00,0,0,0.0000,0,10,35,2,-4,2.5
SJ002,3,7.5,0.0,2018-01-03 07:30:00,0,0,0.0000,0,10,35,2,-4,2.5
SJ002,3,7.666666666666667,0.0,2018-01-03 07:40:00,0,0,0.0000,0,10,35,2,-4,2.5
SJ002,3,7.833333333333333,7.55,2018-01-03 07:50:00,0,8.5607,0.0000,0,10,35,2,-4,2.5
SJ002,3,8.0,9.8,2018-01-03 08:00:00,0,14.1021,0.0000,0,10,35,2,-4,2.5
SJ002,3,8.166666666666666,11.7,2018-01-03 08:10:00,0,20.9991,0.0795,0,10,35,2,-4,2.5
SJ002,3,8.333333333333334,12.9,2018-01-03 08:20:00,0,23.9115,0.0915,0,10,35,2,-4,2.5
SJ002,3,8.5,14.7,2018-01-03 08:30:00,0,41.7293,0.8262,0,10,35,2,-4,2.5
SJ002,3,8.666666666666666,18.1,2018-01-03 08:40:00,0,183.2919,1.1093,0,10,35,2,-4,2.5
SJ002,3,8.833333333333334,38.4,2018-01-03 08:50:00,0,232.6724,0.6118,0,10,35,2,-4,2.5
SJ002,3,9.0,77.16,2018-01-03 09:00:00,0,262.2968,0.7960,0,10,35,2,-4,2.5
SJ002,3,9.166666666666666,117.84,2018-01-03 09:10:00,0,294.5741,0.7018,0,10,20,2,1,2.2
SJ002,3,9.333333333333334,150.7,2018-01-03 09:20:00,0,325.1604,0.5482,0,10,20,2,1,2.2
SJ002,3,9.5,166.1,2018-01-03 09:30:00,0,353.9782,0.7255,1.8079,10,20,2,1,2.2
SJ002,3,9.666666666666666,185.55,2018-01-03 09:40:00,0,381.5754,1.3298,2.4613,10,20,2,1,2.2
SJ002,3,9.833333333333334,205.45,2018-01-03 09:50:00,0,409.9411,0.8495,2.6662,10,20,2,1,2.2
SJ002,3,10.0,223.5,2018-01-03 10:00:00,0,436.5361,0.8402,4.0775,10,20,2,1,2.2
SJ002,3,10.166666666666666,248.8,2018-01-03 10:10:00,0,459.7207,1.6660,3.3442,10,20,2,1,2.2
SJ002,3,10.333333333333334,255.9,2018-01-03 10:20:00,0,480.8234,1.3802,3.5942,10,20,2,1,2.2
SJ002,3,10.5,269.66,2018-01-03 10:30:00,0,503.4721,1.2045,4.5679,10,20,2,1,2.2
SJ002,3,10.666666666666666,280.0,2018-01-03 10:40:00,0,525.1280,1.7430,4.5996,10,20,2,1,2.2
SJ002,3,10.833333333333334,292.69,2018-01-03 10:50:00,0,546.3424,1.7810,4.3446,10,20,2,1,2.2
SJ002,3,11.0,298.85,2018-01-03 11:00:00,0,559.8041,2.3003,5.1892,10,20,2,1,2.2
SJ002,3,11.166666666666666,316.46,2018-01-03 11:10:00,0,579.4114,0.8998,6.6942,10,20,2,1,2.2
SJ002,3,11.333333333333334,307.84,2018-01-03 11:20:00,0,576.6533,1.4752,6.5567,10,20,2,1,2.2
SJ002,3,11.5,318.6,2018-01-03 11:30:00,0,597.0387,1.3135,7.2700,10,20,2,1,2.2
SJ002,3,11.666666666666666,323.9,2018-01-03 11:40:00,0,610.7384,0.9540,8.4146,10,20,2,1,2.2
SJ002,3,11.833333333333334,329.85,2018-01-03 11:50:00,0,623.3567,0.8988,9.1850,10,20,2,1,2.2
SJ002,3,12.0,338.35,2018-01-03 12:00:00,0.2100,613.7718,0.6440,11.2188,10,20,2,1,2.2
SJ002,3,12.166666666666666,329.8,2018-01-03 12:10:00,0.2154,632.5322,1.2683,11.1575,10,15,2,2,3.8
SJ002,3,12.333333333333334,330.04,2018-01-03 12:20:00,0.8588,629.9060,0.6202,12.4900,10,15,2,2,3.8
SJ002,3,12.5,330.62,2018-01-03 12:30:00,1.2292,632.8056,0.8480,11.7600,10,15,2,2,3.8
SJ002,3,12.666666666666666,323.44,2018-01-03 12:40:00,1.0433,621.5920,0.8925,9.8846,10,15,2,2,3.8
SJ002,3,12.833333333333334,333.5,2018-01-03 12:50:00,0.9629,621.4658,1.5475,10.4842,10,15,2,2,3.8
SJ002,3,13.0,314.6,2018-01-03 13:00:00,0.9346,617.2103,1.3390,10.5617,10,15,2,2,3.8
SJ002,3,13.166666666666666,330.96,2018-01-03 13:10:00,0.8662,613.3073,1.0240,10.9525,10,15,2,2,3.8
SJ002,3,13.333333333333334,315.94,2018-01-03 13:20:00,0.8450,603.7506,1.2535,12.2867,10,15,2,2,3.8
SJ002,3,13.5,307.9,2018-01-03 13:30:00,0.4967,591.1820,1.1498,11.2892,10,15,2,2,3.8
SJ002,3,13.666666666666666,303.9,2018-01-03 13:40:00,0.3996,578.4464,0.8452,9.5962,10,15,2,2,3.8
SJ002,3,13.833333333333334,291.95,2018-01-03 13:50:00,0.5308,562.8016,0.4065,10.3513,10,15,2,2,3.8
SJ002,3,14.0,293.69,2018-01-03 14:00:00,0.4929,547.2296,1.3722,9.3692,10,15,2,2,3.8
SJ002,3,14.166666666666666,275.5,2018-01-03 14:10:00,0.5054,529.8632,0.8495,9.0087,10,15,2,2,3.8
SJ002,3,14.333333333333334,263.36,2018-01-03 14:20:00,0.6488,511.4649,0.1982,10.4858,10,15,2,2,3.8
SJ002,3,14.5,254.14,2018-01-03 14:30:00,0.9200,491.0516,1.1270,11.0108,10,15,2,2,3.8
SJ002,3,14.666666666666666,239.66,2018-01-03 14:40:00,0.8283,466.7870,0.6370,10.9521,10,15,2,2,3.8
SJ002,3,14.833333333333334,224.5,2018-01-03 14:50:00,0.9071,444.1406,0.2940,10.8217,10,15,2,2,3.8
SJ002,3,15.0,213.15,2018-01-03 15:00:00,0.8379,419.9472,0.2512,9.2146,10,15,2,2,3.8
SJ002,3,15.166666666666666,186.85,2018-01-03 15:10:00,0.7567,390.1671,0.3757,8.0913,10,20,2,-1,3.8
SJ002,3,15.333333333333334,165.15,2018-01-03 15:20:00,0.7512,362.3143,0.1545,6.9567,10,20,2,-1,3.8
SJ002,3,15.5,146.69,2018-01-03 15:30:00,0.8175,332.8689,0.4882,7.0767,10,20,2,-1,3.8
SJ002,3,15.666666666666666,128.56,2018-01-03 15:40:00,0.7475,300.3491,0.2760,5.9658,10,20,2,-1,3.8
SJ002,3,15.833333333333334,111.3,2018-01-03 15:50:00,0.5746,166.2489,0.2450,4.3012,10,20,2,-1,3.8
SJ002,3,16.0,72.45,2018-01-03 16:00:00,0.2721,42.1005,0.6590,0.4458,10,20,2,-1,3.8
SJ002,3,16.166666666666668,33.45,2018-01-03 16:10:00,0.0171,32.6748,0.5407,0.0000,10,20,2,-1,3.8
SJ002,3,16.333333333333332,17.4,2018-01-03 16:20:00,0.0125,29.3894,0.2885,0.0000,10,20,2,-1,3.8
SJ002,3,16.5,13.34,2018-01-03 16:30:00,0.0000,25.5208,0.2820,0.0000,10,20,2,-1,3.8
SJ002,3,16.666666666666668,10.46,2018-01-03 16:40:00,0.0000,20.5652,0.0240,0.0000,10,20,2,-1,3.8
SJ002,3,16.833333333333332,6.66,2018-01-03 16:50:00,0.0000,11.0782,0.2625,0.0000,10,20,2,-1,3.8
SJ002,3,17.0,3.84,2018-01-03 17:00:00,0.0000,5.2392,0.1950,0,10,20,2,-1,3.8
SJ002,3,17.166666666666668,0.0,2018-01-03 17:10:00,0,2.8513,0.0000,0,10,20,2,-1,3.8
SJ002,3,17.333333333333332,0.0,2018-01-03 17:20:00,0,0.3650,0.0000,0,10,20,2,-1,3.8
SJ002,3,17.5,0.0,2018-01-03 17:30:00,0,0.0000,0.0000,0,10,20,2,-1,3.8
SJ002,3,17.666666666666668,0.0,2018-01-03 17:40:00,0,0.0000,0.0000,0,10,20,2,-1,3.8
SJ002,3,17.833333333333332,0.0,2018-01-03 17:50:00,0,0.0000,0.0000,0,10,20,2,-1,3.8
SJ002,3,18.0,0.0,2018-01-03 18:00:00,0,0.0000,0.0000,0,10,20,2,-1,3.8
SJ002,3,18.166666666666668,0.0,2018-01-03 18:10:00,0,0.0000,0.0000,0,10,30,2,-3,3.0
SJ002,3,18.333333333333332,0.0,2018-01-03 18:20:00,0,0,0.0000,0,10,30,2,-3,3.0
SJ002,3,18.5,0.0,2018-01-03 18:30:00,0,0,0.0000,0,10,30,2,-3,3.0
SJ002,3,18.666666666666668,0.0,2018-01-03 18:40:00,0,0,0.0000,0,10,30,2,-3,3.0
SJ002,3,18.833333333333332,0.0,2018-01-03 18:50:00,0,0,0.0000,0,10,30,2,-3,3.0
SJ002,3,19.0,0.0,2018-01-03 19:00:00,0,0,0.0000,0,10,30,2,-3,3.0
SJ002,3,19.166666666666668,0.0,2018-01-03 19:10:00,0,0,0.0000,0,10,30,2,-3,3.0
SJ002,3,19.333333333333332,0.0,2018-01-03 19:20:00,0,0,0.0465,0,10,30,2,-3,3.0
SJ002,3,19.5,0.0,2018-01-03 19:30:00,0,0,0.0695,0,10,30,2,-3,3.0
SJ002,3,19.666666666666668,0.0,2018-01-03 19:40:00,0,0,0.0810,0,10,30,2,-3,3.0
SJ002,3,19.833333333333332,0.0,2018-01-03 19:50:00,0,0,0.0285,0,10,30,2,-3,3.0
SJ002,3,20.0,0.0,2018-01-03 20:00:00,0,0,0.0540,0,10,30,2,-3,3.0
SJ002,3,20.166666666666668,0.0,2018-01-03 20:10:00,0,0,0.3208,0,10,30,2,-3,3.0
SJ002,3,20.333333333333332,0.0,2018-01-03 20:20:00,0,0,0.3080,0,10,30,2,-3,3.0
SJ002,3,20.5,0.0,2018-01-03 20:30:00,0,0,0.5913,0,10,30,2,-3,3.0
SJ002,3,20.666666666666668,0.0,2018-01-03 20:40:00,0,0,0.8595,0,10,30,2,-3,3.0
SJ002,3,20.833333333333332,0.0,2018-01-03 20:50:00,0,0,1.6795,0,10,30,2,-3,3.0
SJ002,3,21.0,0.0,2018-01-03 21:00:00,0,0,1.8352,0,10,30,2,-3,3.0
SJ002,4,5.0,0.0,2018-01-04 05:00:00,0,0,0.0000,0,10,45,2,-6,1.9
SJ002,4,5.166666666666667,0.0,2018-01-04 05:10:00,0,0,0.0000,0,10,45,2,-6,1.9
SJ002,4,5.333333333333333,0.0,2018-01-04 05:20:00,0,0,0.0000,0,10,45,2,-6,1.9
SJ002,4,5.5,0.0,2018-01-04 05:30:00,0,0,0.0000,0,10,45,2,-6,1.9
SJ002,4,5.666666666666667,0.0,2018-01-04 05:40:00,0,0,0.0000,0,10,45,2,-6,1.9
SJ002,4,5.833333333333333,0.0,2018-01-04 05:50:00,0,0,0.0000,0,10,45,2,-6,1.9
SJ002,4,6.0,0.0,2018-01-04 06:00:00,0,0,0.0000,0,10,45,2,-6,1.9
SJ002,4,6.166666666666667,0.0,2018-01-04 06:10:00,0,0,0.1935,0,10,40,2,-5,1.8
SJ002,4,6.333333333333333,0.0,2018-01-04 06:20:00,0,0,0.0488,0,10,40,2,-5,1.8
SJ002,4,6.5,0.0,2018-01-04 06:30:00,0,0,0.1102,0,10,40,2,-5,1.8
SJ002,4,6.666666666666667,0.0,2018-01-04 06:40:00,0,0,0.0000,0,10,40,2,-5,1.8
SJ002,4,6.833333333333333,0.0,2018-01-04 06:50:00,0,0,0.2505,0,10,40,2,-5,1.8
SJ002,4,7.0,0.0,2018-01-04 07:00:00,0,0,0.1005,0,10,40,2,-5,1.8
SJ002,4,7.166666666666667,0.0,2018-01-04 07:10:00,0,0,0.1890,0,10,40,2,-5,1.8
SJ002,4,7.333333333333333,0.0,2018-01-04 07:20:00,0,0,0.0682,0,10,40,2,-5,1.8
SJ002,4,7.5,0.0,2018-01-04 07:30:00,0,0,0.1102,0,10,40,2,-5,1.8
SJ002,4,7.666666666666667,0.0,2018-01-04 07:40:00,0,3.6078,0.0000,0,10,40,2,-5,1.8
SJ002,4,7.833333333333333,8.96,2018-01-04 07:50:00,0,18.4669,0.0000,0,10,40,2,-5,1.8
SJ002,4,8.0,13.14,2018-01-04 08:00:00,0,28.4930,0.0292,0,10,40,2,-5,1.8
SJ002,4,8.166666666666666,16.86,2018-01-04 08:10:00,0,37.4617,0.0292,0,10,40,2,-5,1.8
SJ002,4,8.333333333333334,21.5,2018-01-04 08:20:00,0,46.0245,0.1870,0,10,40,2,-5,1.8
SJ002,4,8.5,23.94,2018-01-04 08:30:00,0,56.5119,0.3090,0,10,40,2,-5,1.8
SJ002,4,8.666666666666666,24.3,2018-01-04 08:40:00,0,100.6921,0.0000,0,10,40,2,-5,1.8
SJ002,4,8.833333333333334,42.6,2018-01-04 08:50:00,0,140.4568,0.3000,0,10,40,2,-5,1.8
SJ002,4,9.0,69.35,2018-01-04 09:00:00,0,188.3509,0.1870,0,10,40,2,-5,1.8
SJ002,4,9.166666666666666,76.69,2018-01-04 09:10:00,0,172.1203,0.2160,0,20,25,3,0,2.2
SJ002,4,9.333333333333334,87.96,2018-01-04 09:20:00,0,181.4384,0.8040,0,20,25,3,0,2.2
SJ002,4,9.5,127.04,2018-01-04 09:30:00,0,257.3775,0.7332,0,20,25,3,0,2.2
SJ002,4,9.666666666666666,176.62,2018-01-04 09:40:00,0,341.6821,0.7270,0,20,25,3,0,2.2
SJ002,4,9.833333333333334,167.44,2018-01-04 09:50:00,0,334.4340,1.0263,0.7983,20,25,3,0,2.2
SJ002,4,10.0,171.5,2018-01-04 10:00:00,0,331.7539,0.5220,1.6129,20,25,3,0,2.2
SJ002,4,10.166666666666666,185.06,2018-01-04 10:10:00,0,358.2624,1.4087,2.0071,20,25,3,0,2.2
SJ002,4,10.333333333333334,164.74,2018-01-04 10:20:00,0,312.1077,1.6688,1.4829,20,25,3,0,2.2
SJ002,4,10.5,194.95,2018-01-04 10:30:00,0,354.2529,1.7982,1.7004,20,25,3,0,2.2
SJ002,4,10.666666666666666,189.55,2018-01-04 10:40:00,0,355.9834,1.1387,2.3117,20,25,3,0,2.2
SJ002,4,10.833333333333334,203.0,2018-01-04 10:50:00,0,380.5350,1.1820,3.4133,20,25,3,0,2.2
SJ002,4,11.0,227.76,2018-01-04 11:00:00,0,429.2200,0.7238,5.0258,20,25,3,0,2.2
SJ002,4,11.166666666666666,235.14,2018-01-04 11:10:00,0,445.1706,0.6577,7.5271,20,25,3,0,2.2
SJ002,4,11.333333333333334,259.9,2018-01-04 11:20:00,0,478.1601,1.2850,9.1221,20,25,3,0,2.2
SJ002,4,11.5,263.2,2018-01-04 11:30:00,0.0000,497.4727,1.1887,9.2225,20,25,3,0,2.2
SJ002,4,11.666666666666666,291.5,2018-01-04 11:40:00,0.0100,552.7929,0.6338,9.1083,20,25,3,0,2.2
SJ002,4,11.833333333333334,294.9,2018-01-04 11:50:00,0.0646,563.0432,0.9710,10.2875,20,25,3,0,2.2
SJ002,4,12.0,264.86,2018-01-04 12:00:00,0.7858,502.1413,1.0870,12.6442,20,25,3,0,2.2
SJ002,4,12.166666666666666,304.5,2018-01-04 12:10:00,0.8562,587.4574,0.6870,14.3633,20,20,3,2,1.8
SJ002,4,12.333333333333334,316.24,2018-01-04 12:20:00,1.6121,599.7392,0.7518,19.2042,20,20,3,2,1.8
